Time	TH	ErrorTH	H	HD=0	HD=1	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba
4.0400	0.0000	0.0000	0.0082	0.9996	0.0004	<nil>	0.999404	0.000034	T	0.000010	0.000004	A -- T	0.000319	0.000025	B -- T	0.000151	0.000017	A -- B -- T	0.000116	0.000015
4.0500	0.0000	0.0000	0.0081	0.9996	0.0004	<nil>	0.999412	0.000034	T	0.000011	0.000004	A -- T	0.000318	0.000025	B -- T	0.000149	0.000017	A -- B -- T	0.000111	0.000015
4.0600	0.0000	0.0000	0.0080	0.9996	0.0004	<nil>	0.999420	0.000034	T	0.000012	0.000004	A -- T	0.000317	0.000025	B -- T	0.000146	0.000017	A -- B -- T	0.000105	0.000014
4.0700	0.0000	0.0000	0.0078	0.9996	0.0004	<nil>	0.999432	0.000034	T	0.000009	0.000003	A -- T	0.000317	0.000025	B -- T	0.000139	0.000016	A -- B -- T	0.000103	0.000014
4.0800	0.0000	0.0000	0.0077	0.9996	0.0004	<nil>	0.999442	0.000033	T	0.000006	0.000003	A -- T	0.000316	0.000025	B -- T	0.000130	0.000016	A -- B -- T	0.000105	0.000014
4.0900	0.0000	0.0000	0.0076	0.9996	0.0004	<nil>	0.999447	0.000033	T	0.000003	0.000002	A -- T	0.000311	0.000025	B -- T	0.000134	0.000016	A -- B -- T	0.000105	0.000014
4.1000	0.0000	0.0000	0.0076	0.9996	0.0004	<nil>	0.999450	0.000033	T	0.000003	0.000002	A -- T	0.000309	0.000025	B -- T	0.000138	0.000016	A -- B -- T	0.000100	0.000014
4.1100	0.0000	0.0000	0.0076	0.9996	0.0004	<nil>	0.999453	0.000033	T	0.000013	0.000004	A -- T	0.000304	0.000025	B -- T	0.000130	0.000016	A -- B -- T	0.000100	0.000014
4.1200	0.0000	0.0000	0.0074	0.9996	0.0004	<nil>	0.999464	0.000033	T	0.000008	0.000004	A -- T	0.000299	0.000024	B -- T	0.000127	0.000016	A -- B -- T	0.000101	0.000014
4.1300	0.0000	0.0000	0.0073	0.9996	0.0004	<nil>	0.999471	0.000032	T	0.000006	0.000003	A -- T	0.000294	0.000024	B -- T	0.000130	0.000016	A -- B -- T	0.000099	0.000014
4.1400	0.0000	0.0000	0.0072	0.9996	0.0004	<nil>	0.999477	0.000032	T	0.000002	0.000002	A -- T	0.000292	0.000024	B -- T	0.000133	0.000016	A -- B -- T	0.000097	0.000014
4.1500	0.0000	0.0000	0.0072	0.9996	0.0004	<nil>	0.999479	0.000032	T	0.000009	0.000004	A -- T	0.000286	0.000024	B -- T	0.000125	0.000016	A -- B -- T	0.000102	0.000014
4.1600	0.0000	0.0000	0.0071	0.9996	0.0004	<nil>	0.999486	0.000032	T	0.000011	0.000004	A -- T	0.000283	0.000024	B -- T	0.000122	0.000015	A -- B -- T	0.000098	0.000014
4.1700	0.0000	0.0000	0.0071	0.9996	0.0004	<nil>	0.999493	0.000032	T	0.000009	0.000004	A -- T	0.000280	0.000024	B -- T	0.000121	0.000016	A -- B -- T	0.000097	0.000014
4.1800	0.0000	0.0000	0.0069	0.9996	0.0004	<nil>	0.999502	0.000031	T	0.000005	0.000002	A -- T	0.000279	0.000024	B -- T	0.000118	0.000015	A -- B -- T	0.000096	0.000014
4.1900	0.0000	0.0000	0.0068	0.9996	0.0004	<nil>	0.999509	0.000031	T	0.000005	0.000003	A -- T	0.000280	0.000024	B -- T	0.000112	0.000015	A -- B -- T	0.000094	0.000014
4.2000	0.0000	0.0000	0.0067	0.9996	0.0004	<nil>	0.999514	0.000031	T	0.000002	0.000002	A -- T	0.000276	0.000023	B -- T	0.000115	0.000015	A -- B -- T	0.000092	0.000014
4.2100	0.0000	0.0000	0.0067	0.9996	0.0004	<nil>	0.999516	0.000031	T	0.000002	0.000002	A -- T	0.000272	0.000023	B -- T	0.000116	0.000015	A -- B -- T	0.000094	0.000014
4.2200	0.0000	0.0000	0.0067	0.9996	0.0004	<nil>	0.999519	0.000031	T	0.000001	0.000000	A -- T	0.000267	0.000023	B -- T	0.000116	0.000015	A -- B -- T	0.000098	0.000014
4.2300	0.0000	0.0000	0.0067	0.9996	0.0004	<nil>	0.999521	0.000031	T	0.000003	0.000002	A -- T	0.000264	0.000023	B -- T	0.000113	0.000015	A -- B -- T	0.000099	0.000014
4.2400	0.0000	0.0000	0.0066	0.9996	0.0004	<nil>	0.999525	0.000031	T	0.000003	0.000002	A -- T	0.000264	0.000023	B -- T	0.000113	0.000015	A -- B -- T	0.000094	0.000014
4.2500	0.0000	0.0000	0.0066	0.9996	0.0004	<nil>	0.999531	0.000031	T	0.000003	0.000002	A -- T	0.000263	0.000023	B -- T	0.000110	0.000015	A -- B -- T	0.000093	0.000014
4.2600	0.0000	0.0000	0.0065	0.9996	0.0004	<nil>	0.999534	0.000030	T	0.000005	0.000003	A -- T	0.000259	0.000023	B -- T	0.000107	0.000015	A -- B -- T	0.000095	0.000014
4.2700	0.0000	0.0000	0.0064	0.9997	0.0003	<nil>	0.999539	0.000030	T	0.000002	0.000002	A -- T	0.000256	0.000023	B -- T	0.000109	0.000015	A -- B -- T	0.000093	0.000014
4.2800	0.0000	0.0000	0.0064	0.9997	0.0003	<nil>	0.999541	0.000030	T	0.000004	0.000002	A -- T	0.000255	0.000023	B -- T	0.000108	0.000015	A -- B -- T	0.000092	0.000014
4.2900	0.0000	0.0000	0.0064	0.9997	0.0003	<nil>	0.999546	0.000030	T	0.000003	0.000002	A -- T	0.000252	0.000022	B -- T	0.000108	0.000015	A -- B -- T	0.000091	0.000013
4.3000	0.0000	0.0000	0.0063	0.9997	0.0003	<nil>	0.999549	0.000030	T	0.000006	0.000003	A -- T	0.000252	0.000022	B -- T	0.000104	0.000014	A -- B -- T	0.000089	0.000013
4.3100	0.0000	0.0000	0.0063	0.9997	0.0003	<nil>	0.999554	0.000030	T	0.000009	0.000004	A -- T	0.000252	0.000022	B -- T	0.000100	0.000014	A -- B -- T	0.000085	0.000013
4.3200	0.0000	0.0000	0.0062	0.9997	0.0003	<nil>	0.999561	0.000030	T	0.000004	0.000002	A -- T	0.000250	0.000022	B -- T	0.000101	0.000014	A -- B -- T	0.000083	0.000013
4.3300	0.0000	0.0000	0.0061	0.9997	0.0003	<nil>	0.999568	0.000029	T	0.000003	0.000001	A -- T	0.000248	0.000022	B -- T	0.000098	0.000014	A -- B -- T	0.000084	0.000013
4.3400	0.0000	0.0000	0.0060	0.9997	0.0003	<nil>	0.999572	0.000029	T	0.000004	0.000002	A -- T	0.000246	0.000022	B -- T	0.000098	0.000014	A -- B -- T	0.000081	0.000013
4.3500	0.0000	0.0000	0.0060	0.9997	0.0003	<nil>	0.999576	0.000029	T	0.000004	0.000002	A -- T	0.000244	0.000022	B -- T	0.000094	0.000014	A -- B -- T	0.000082	0.000013
4.3600	0.0000	0.0000	0.0059	0.9997	0.0003	<nil>	0.999579	0.000029	T	0.000003	0.000002	A -- T	0.000242	0.000022	B -- T	0.000092	0.000014	A -- B -- T	0.000084	0.000013
4.3700	0.0000	0.0000	0.0059	0.9997	0.0003	<nil>	0.999584	0.000029	T	0.000001	0.000001	A -- T	0.000241	0.000022	B -- T	0.000092	0.000013	A -- B -- T	0.000081	0.000013
4.3800	0.0000	0.0000	0.0058	0.9997	0.0003	<nil>	0.999589	0.000029	T	0.000001	0.000001	A -- T	0.000239	0.000022	B -- T	0.000091	0.000013	A -- B -- T	0.000079	0.000013
4.3900	0.0000	0.0000	0.0058	0.9997	0.0003	<nil>	0.999591	0.000029	T	0.000004	0.000003	A -- T	0.000233	0.000022	B -- T	0.000089	0.000013	A -- B -- T	0.000083	0.000013
4.4000	0.0000	0.0000	0.0058	0.9997	0.0003	<nil>	0.999593	0.000028	T	0.000004	0.000003	A -- T	0.000231	0.000021	B -- T	0.000090	0.000013	A -- B -- T	0.000081	0.000013
4.4100	0.0000	0.0000	0.0057	0.9997	0.0003	<nil>	0.999598	0.000028	T	0.000003	0.000002	A -- T	0.000229	0.000021	B -- T	0.000090	0.000013	A -- B -- T	0.000080	0.000013
4.4200	0.0000	0.0000	0.0057	0.9997	0.0003	<nil>	0.999601	0.000028	T	0.000009	0.000004	A -- T	0.000224	0.000021	B -- T	0.000086	0.000013	A -- B -- T	0.000079	0.000012
4.4300	0.0000	0.0000	0.0056	0.9997	0.0003	<nil>	0.999609	0.000028	T	0.000008	0.000003	A -- T	0.000220	0.000021	B -- T	0.000084	0.000013	A -- B -- T	0.000079	0.000013
4.4400	0.0000	0.0000	0.0055	0.9997	0.0003	<nil>	0.999614	0.000028	T	0.000012	0.000004	A -- T	0.000219	0.000021	B -- T	0.000077	0.000012	A -- B -- T	0.000078	0.000012
4.4500	0.0000	0.0000	0.0055	0.9997	0.0003	<nil>	0.999617	0.000028	T	0.000011	0.000005	A -- T	0.000218	0.000021	B -- T	0.000079	0.000013	A -- B -- T	0.000075	0.000012
4.4600	0.0000	0.0000	0.0054	0.9997	0.0003	<nil>	0.999620	0.000028	T	0.000008	0.000004	A -- T	0.000215	0.000021	B -- T	0.000080	0.000013	A -- B -- T	0.000077	0.000012
4.4700	0.0000	0.0000	0.0054	0.9997	0.0003	<nil>	0.999626	0.000027	T	0.000005	0.000003	A -- T	0.000214	0.000021	B -- T	0.000079	0.000012	A -- B -- T	0.000077	0.000012
4.4800	0.0000	0.0000	0.0053	0.9997	0.0003	<nil>	0.999628	0.000027	T	0.000004	0.000003	A -- T	0.000214	0.000021	B -- T	0.000078	0.000012	A -- B -- T	0.000076	0.000012
4.4900	0.0000	0.0000	0.0052	0.9997	0.0003	<nil>	0.999633	0.000027	T	0.000001	0.000001	A -- T	0.000212	0.000021	B -- T	0.000081	0.000013	A -- B -- T	0.000074	0.000012
4.5000	0.0000	0.0000	0.0052	0.9997	0.0003	<nil>	0.999635	0.000027	T	0.000002	0.000001	A -- T	0.000209	0.000020	B -- T	0.000083	0.000013	A -- B -- T	0.000072	0.000012
4.5100	0.0000	0.0000	0.0052	0.9997	0.0003	<nil>	0.999636	0.000027	T	0.000003	0.000002	A -- T	0.000206	0.000020	B -- T	0.000084	0.000013	A -- B -- T	0.000071	0.000012
4.5200	0.0000	0.0000	0.0052	0.9997	0.0003	<nil>	0.999640	0.000027	T	0.000004	0.000002	A -- T	0.000204	0.000020	B -- T	0.000085	0.000013	A -- B -- T	0.000068	0.000012
4.5300	0.0000	0.0000	0.0052	0.9997	0.0003	<nil>	0.999642	0.000027	T	0.000006	0.000003	A -- T	0.000204	0.000020	B -- T	0.000083	0.000013	A -- B -- T	0.000065	0.000011
4.5400	0.0000	0.0000	0.0050	0.9997	0.0003	<nil>	0.999649	0.000026	T	0.000003	0.000002	A -- T	0.000204	0.000020	B -- T	0.000080	0.000013	A -- B -- T	0.000064	0.000011
4.5500	0.0000	0.0000	0.0050	0.9997	0.0003	<nil>	0.999653	0.000026	T	0.000002	0.000002	A -- T	0.000200	0.000020	B -- T	0.000076	0.000012	A -- B -- T	0.000068	0.000012
4.5600	0.0000	0.0000	0.0049	0.9997	0.0003	<nil>	0.999655	0.000026	T	0.000001	0.000001	A -- T	0.000199	0.000020	B -- T	0.000081	0.000013	A -- B -- T	0.000063	0.000011
4.5700	0.0000	0.0000	0.0049	0.9997	0.0003	<nil>	0.999656	0.000026	A -- T	0.000194	0.000020	B -- T	0.000085	0.000013	A -- B -- T	0.000066	0.000011
4.5800	0.0000	0.0000	0.0049	0.9997	0.0003	<nil>	0.999656	0.000026	T	0.000001	0.000001	A -- T	0.000192	0.000020	B -- T	0.000087	0.000013	A -- B -- T	0.000064	0.000011
4.5900	0.0000	0.0000	0.0049	0.9997	0.0003	<nil>	0.999658	0.000026	A -- T	0.000191	0.000020	B -- T	0.000090	0.000013	A -- B -- T	0.000060	0.000011
4.6000	0.0000	0.0000	0.0049	0.9997	0.0003	<nil>	0.999658	0.000026	T	0.000001	0.000001	A -- T	0.000190	0.000019	B -- T	0.000090	0.000013	A -- B -- T	0.000060	0.000011
4.6100	0.0000	0.0000	0.0049	0.9997	0.0003	<nil>	0.999660	0.000026	A -- T	0.000190	0.000019	B -- T	0.000090	0.000013	A -- B -- T	0.000060	0.000011
4.6200	0.0000	0.0000	0.0049	0.9998	0.0002	<nil>	0.999660	0.000026	A -- T	0.000188	0.000019	B -- T	0.000091	0.000013	A -- B -- T	0.000061	0.000011
4.6300	0.0000	0.0000	0.0049	0.9998	0.0002	<nil>	0.999661	0.000026	T	0.000002	0.000001	A -- T	0.000187	0.000019	B -- T	0.000092	0.000013	A -- B -- T	0.000058	0.000011
4.6400	0.0000	0.0000	0.0049	0.9998	0.0002	<nil>	0.999662	0.000026	T	0.000000	0.000000	A -- T	0.000188	0.000019	B -- T	0.000096	0.000014	A -- B -- T	0.000054	0.000010
4.6500	0.0000	0.0000	0.0049	0.9998	0.0002	<nil>	0.999662	0.000026	T	0.000002	0.000001	A -- T	0.000188	0.000019	B -- T	0.000099	0.000014	A -- B -- T	0.000049	0.000010
4.6600	0.0000	0.0000	0.0049	0.9998	0.0002	<nil>	0.999664	0.000026	T	0.000006	0.000003	A -- T	0.000188	0.000019	B -- T	0.000096	0.000014	A -- B -- T	0.000046	0.000010
4.6700	0.0000	0.0000	0.0048	0.9998	0.0002	<nil>	0.999670	0.000026	T	0.000003	0.000002	A -- T	0.000188	0.000019	B -- T	0.000095	0.000014	A -- B -- T	0.000045	0.000009
4.6800	0.0000	0.0000	0.0047	0.9998	0.0002	<nil>	0.999674	0.000026	T	0.000003	0.000002	A -- T	0.000186	0.000019	B -- T	0.000097	0.000014	A -- B -- T	0.000040	0.000009
4.6900	0.0000	0.0000	0.0047	0.9998	0.0002	<nil>	0.999678	0.000025	T	0.000002	0.000002	A -- T	0.000186	0.000019	B -- T	0.000094	0.000014	A -- B -- T	0.000040	0.000009
4.7000	0.0000	0.0000	0.0046	0.9998	0.0002	<nil>	0.999681	0.000025	T	0.000003	0.000002	A -- T	0.000185	0.000019	B -- T	0.000093	0.000014	A -- B -- T	0.000038	0.000009
4.7100	0.0000	0.0000	0.0046	0.9998	0.0002	<nil>	0.999684	0.000025	T	0.000003	0.000002	A -- T	0.000184	0.000019	B -- T	0.000093	0.000014	A -- B -- T	0.000036	0.000008
4.7200	0.0000	0.0000	0.0045	0.9998	0.0002	<nil>	0.999688	0.000025	T	0.000003	0.000002	A -- T	0.000179	0.000019	B -- T	0.000090	0.000013	A -- B -- T	0.000039	0.000009
4.7300	0.0000	0.0000	0.0045	0.9998	0.0002	<nil>	0.999691	0.000025	T	0.000004	0.000003	A -- T	0.000176	0.000019	B -- T	0.000088	0.000013	A -- B -- T	0.000041	0.000009
4.7400	0.0000	0.0000	0.0045	0.9998	0.0002	<nil>	0.999694	0.000025	T	0.000006	0.000003	A -- T	0.000169	0.000018	B -- T	0.000084	0.000013	A -- B -- T	0.000047	0.000010
4.7500	0.0000	0.0000	0.0044	0.9998	0.0002	<nil>	0.999698	0.000025	T	0.000005	0.000003	A -- T	0.000168	0.000018	B -- T	0.000082	0.000013	A -- B -- T	0.000047	0.000010
4.7600	0.0000	0.0000	0.0043	0.9998	0.0002	<nil>	0.999705	0.000024	T	0.000003	0.000002	A -- T	0.000168	0.000018	B -- T	0.000078	0.000012	A -- B -- T	0.000046	0.000010
4.7700	0.0000	0.0000	0.0043	0.9998	0.0002	<nil>	0.999709	0.000024	T	0.000002	0.000001	A -- T	0.000166	0.000018	B -- T	0.000076	0.000012	A -- B -- T	0.000046	0.000010
4.7800	0.0000	0.0000	0.0042	0.9998	0.0002	<nil>	0.999713	0.000024	T	0.000002	0.000001	A -- T	0.000166	0.000018	B -- T	0.000073	0.000012	A -- B -- T	0.000046	0.000010
4.7900	0.0000	0.0000	0.0041	0.9998	0.0002	<nil>	0.999719	0.000024	T	0.000003	0.000002	A -- T	0.000166	0.000018	B -- T	0.000068	0.000011	A -- B -- T	0.000044	0.000009
4.8000	0.0000	0.0000	0.0041	0.9998	0.0002	<nil>	0.999724	0.000023	T	0.000004	0.000002	A -- T	0.000165	0.000018	B -- T	0.000066	0.000011	A -- B -- T	0.000040	0.000009
4.8100	0.0000	0.0000	0.0040	0.9998	0.0002	<nil>	0.999730	0.000023	T	0.000000	0.000000	A -- T	0.000162	0.000018	B -- T	0.000068	0.000012	A -- B -- T	0.000040	0.000009
4.8200	0.0000	0.0000	0.0040	0.9998	0.0002	<nil>	0.999730	0.000023	T	0.000005	0.000003	A -- T	0.000157	0.000018	B -- T	0.000068	0.000012	A -- B -- T	0.000040	0.000009
4.8300	0.0000	0.0000	0.0039	0.9998	0.0002	<nil>	0.999734	0.000023	T	0.000005	0.000003	A -- T	0.000156	0.000018	B -- T	0.000065	0.000011	A -- B -- T	0.000040	0.000009
4.8400	0.0000	0.0000	0.0039	0.9998	0.0002	<nil>	0.999738	0.000023	T	0.000003	0.000002	A -- T	0.000154	0.000018	B -- T	0.000063	0.000011	A -- B -- T	0.000042	0.000009
4.8500	0.0000	0.0000	0.0038	0.9998	0.0002	<nil>	0.999742	0.000023	T	0.000002	0.000002	A -- T	0.000153	0.000017	B -- T	0.000060	0.000011	A -- B -- T	0.000043	0.000009
4.8600	0.0000	0.0000	0.0038	0.9998	0.0002	<nil>	0.999742	0.000023	T	0.000003	0.000002	A -- T	0.000152	0.000017	B -- T	0.000061	0.000011	A -- B -- T	0.000042	0.000009
4.8700	0.0000	0.0000	0.0038	0.9998	0.0002	<nil>	0.999743	0.000023	T	0.000004	0.000002	A -- T	0.000145	0.000017	B -- T	0.000062	0.000011	A -- B -- T	0.000047	0.000009
4.8800	0.0000	0.0000	0.0038	0.9998	0.0002	<nil>	0.999746	0.000023	T	0.000002	0.000002	A -- T	0.000140	0.000017	B -- T	0.000062	0.000011	A -- B -- T	0.000050	0.000010
4.8900	0.0000	0.0000	0.0038	0.9998	0.0002	<nil>	0.999747	0.000022	T	0.000003	0.000002	A -- T	0.000140	0.000017	B -- T	0.000060	0.000011	A -- B -- T	0.000050	0.000010
4.9000	0.0000	0.0000	0.0037	0.9998	0.0002	<nil>	0.999750	0.000022	A -- T	0.000140	0.000017	B -- T	0.000063	0.000011	A -- B -- T	0.000047	0.000010
4.9100	0.0000	0.0000	0.0037	0.9998	0.0002	<nil>	0.999750	0.000022	T	0.000001	0.000001	A -- T	0.000140	0.000017	B -- T	0.000063	0.000011	A -- B -- T	0.000046	0.000010
4.9200	0.0000	0.0000	0.0037	0.9998	0.0002	<nil>	0.999755	0.000022	T	0.000001	0.000001	A -- T	0.000140	0.000017	B -- T	0.000059	0.000011	A -- B -- T	0.000045	0.000009
4.9300	0.0000	0.0000	0.0036	0.9998	0.0002	<nil>	0.999758	0.000022	T	0.000001	0.000001	A -- T	0.000139	0.000017	B -- T	0.000057	0.000011	A -- B -- T	0.000044	0.000009
4.9400	0.0000	0.0000	0.0036	0.9998	0.0002	<nil>	0.999760	0.000022	A -- T	0.000138	0.000017	B -- T	0.000059	0.000011	A -- B -- T	0.000043	0.000009
4.9500	0.0000	0.0000	0.0036	0.9998	0.0002	<nil>	0.999762	0.000022	T	0.000002	0.000001	A -- T	0.000138	0.000017	B -- T	0.000058	0.000011	A -- B -- T	0.000041	0.000009
4.9600	0.0000	0.0000	0.0035	0.9998	0.0002	<nil>	0.999764	0.000022	T	0.000002	0.000002	A -- T	0.000135	0.000016	B -- T	0.000056	0.000011	A -- B -- T	0.000043	0.000009
4.9700	0.0000	0.0000	0.0035	0.9998	0.0002	<nil>	0.999766	0.000022	A -- T	0.000131	0.000016	B -- T	0.000057	0.000011	A -- B -- T	0.000046	0.000009
4.9800	0.0000	0.0000	0.0035	0.9998	0.0002	<nil>	0.999768	0.000022	T	0.000000	0.000000	A -- T	0.000129	0.000016	B -- T	0.000056	0.000011	A -- B -- T	0.000047	0.000010
