Time	TH	ErrorTH	H	HD=0	HD=1	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba
3.0800	0.1505	0.0003	2.0539	0.5528	0.4472	<nil>	0.119881	0.000459	T	0.342337	0.000669	A -- T	0.356911	0.000676	B -- T	0.090599	0.000403	A -- B -- T	0.090272	0.000402
3.0900	0.1504	0.0003	2.0544	0.5531	0.4469	<nil>	0.120187	0.000460	T	0.342263	0.000669	A -- T	0.356658	0.000676	B -- T	0.090612	0.000403	A -- B -- T	0.090279	0.000402
3.1000	0.1504	0.0003	2.0546	0.5533	0.4467	<nil>	0.120516	0.000460	T	0.342231	0.000669	A -- T	0.356537	0.000676	B -- T	0.090504	0.000403	A -- B -- T	0.090212	0.000402
3.1100	0.1504	0.0003	2.0547	0.5535	0.4465	<nil>	0.120831	0.000461	T	0.342186	0.000669	A -- T	0.356455	0.000676	B -- T	0.090473	0.000403	A -- B -- T	0.090055	0.000402
3.1200	0.1504	0.0003	2.0547	0.5537	0.4463	<nil>	0.121164	0.000461	T	0.342164	0.000669	A -- T	0.356378	0.000676	B -- T	0.090376	0.000402	A -- B -- T	0.089918	0.000402
3.1300	0.1504	0.0003	2.0549	0.5541	0.4459	<nil>	0.121511	0.000462	T	0.342195	0.000669	A -- T	0.356190	0.000676	B -- T	0.090345	0.000402	A -- B -- T	0.089759	0.000401
3.1400	0.1503	0.0003	2.0553	0.5542	0.4458	<nil>	0.121818	0.000462	T	0.342095	0.000669	A -- T	0.355996	0.000675	B -- T	0.090310	0.000402	A -- B -- T	0.089781	0.000401
3.1500	0.1503	0.0003	2.0558	0.5542	0.4458	<nil>	0.122155	0.000463	T	0.341919	0.000669	A -- T	0.355834	0.000675	B -- T	0.090137	0.000402	A -- B -- T	0.089953	0.000402
3.1600	0.1502	0.0003	2.0564	0.5543	0.4457	<nil>	0.122508	0.000464	T	0.341716	0.000669	A -- T	0.355674	0.000675	B -- T	0.090105	0.000402	A -- B -- T	0.089996	0.000402
3.1700	0.1501	0.0003	2.0567	0.5546	0.4454	<nil>	0.122840	0.000464	T	0.341554	0.000669	A -- T	0.355595	0.000675	B -- T	0.090182	0.000402	A -- B -- T	0.089829	0.000401
3.1800	0.1500	0.0003	2.0573	0.5548	0.4452	<nil>	0.123140	0.000465	T	0.341345	0.000669	A -- T	0.355448	0.000675	B -- T	0.090335	0.000402	A -- B -- T	0.089731	0.000401
3.1900	0.1500	0.0003	2.0577	0.5550	0.4450	<nil>	0.123463	0.000465	T	0.341219	0.000669	A -- T	0.355275	0.000675	B -- T	0.090313	0.000402	A -- B -- T	0.089729	0.000401
3.2000	0.1499	0.0003	2.0580	0.5552	0.4448	<nil>	0.123828	0.000466	T	0.341171	0.000669	A -- T	0.355106	0.000675	B -- T	0.090231	0.000402	A -- B -- T	0.089665	0.000401
3.2100	0.1498	0.0003	2.0583	0.5553	0.4447	<nil>	0.124227	0.000466	T	0.340885	0.000668	A -- T	0.355148	0.000675	B -- T	0.090233	0.000402	A -- B -- T	0.089508	0.000401
3.2200	0.1497	0.0003	2.0583	0.5554	0.4446	<nil>	0.124577	0.000467	T	0.340717	0.000668	A -- T	0.355202	0.000675	B -- T	0.090123	0.000402	A -- B -- T	0.089381	0.000401
3.2300	0.1496	0.0003	2.0587	0.5555	0.4445	<nil>	0.124937	0.000467	T	0.340417	0.000668	A -- T	0.355213	0.000675	B -- T	0.090155	0.000402	A -- B -- T	0.089278	0.000400
3.2400	0.1496	0.0003	2.0587	0.5557	0.4443	<nil>	0.125262	0.000468	T	0.340355	0.000668	A -- T	0.355169	0.000675	B -- T	0.090058	0.000402	A -- B -- T	0.089156	0.000400
3.2500	0.1496	0.0003	2.0591	0.5558	0.4442	<nil>	0.125586	0.000469	T	0.340385	0.000668	A -- T	0.354893	0.000675	B -- T	0.089784	0.000401	A -- B -- T	0.089353	0.000400
3.2600	0.1495	0.0003	2.0596	0.5558	0.4442	<nil>	0.125929	0.000469	T	0.340236	0.000668	A -- T	0.354684	0.000675	B -- T	0.089676	0.000401	A -- B -- T	0.089475	0.000401
3.2700	0.1495	0.0003	2.0604	0.5561	0.4439	<nil>	0.126264	0.000470	T	0.340081	0.000668	A -- T	0.354371	0.000675	B -- T	0.089761	0.000401	A -- B -- T	0.089523	0.000401
3.2800	0.1494	0.0003	2.0609	0.5563	0.4437	<nil>	0.126631	0.000470	T	0.339952	0.000668	A -- T	0.354113	0.000675	B -- T	0.089767	0.000401	A -- B -- T	0.089538	0.000401
3.2900	0.1493	0.0003	2.0614	0.5565	0.4435	<nil>	0.126984	0.000471	T	0.339782	0.000668	A -- T	0.353976	0.000675	B -- T	0.089778	0.000401	A -- B -- T	0.089481	0.000401
3.3000	0.1493	0.0003	2.0617	0.5567	0.4433	<nil>	0.127299	0.000471	T	0.339700	0.000668	A -- T	0.353795	0.000675	B -- T	0.089684	0.000401	A -- B -- T	0.089522	0.000401
3.3100	0.1493	0.0003	2.0621	0.5570	0.4430	<nil>	0.127632	0.000472	T	0.339729	0.000668	A -- T	0.353504	0.000674	B -- T	0.089640	0.000401	A -- B -- T	0.089494	0.000401
3.3200	0.1493	0.0003	2.0626	0.5573	0.4427	<nil>	0.127946	0.000472	T	0.339607	0.000668	A -- T	0.353291	0.000674	B -- T	0.089729	0.000401	A -- B -- T	0.089427	0.000401
3.3300	0.1492	0.0003	2.0630	0.5577	0.4423	<nil>	0.128297	0.000473	T	0.339517	0.000668	A -- T	0.353075	0.000674	B -- T	0.089925	0.000402	A -- B -- T	0.089186	0.000400
3.3400	0.1492	0.0003	2.0631	0.5578	0.4422	<nil>	0.128642	0.000473	T	0.339408	0.000668	A -- T	0.353036	0.000674	B -- T	0.089777	0.000401	A -- B -- T	0.089138	0.000400
3.3500	0.1491	0.0003	2.0633	0.5579	0.4421	<nil>	0.128984	0.000474	T	0.339328	0.000668	A -- T	0.352932	0.000674	B -- T	0.089580	0.000401	A -- B -- T	0.089177	0.000400
3.3600	0.1491	0.0003	2.0633	0.5581	0.4419	<nil>	0.129351	0.000474	T	0.339187	0.000668	A -- T	0.352959	0.000674	B -- T	0.089596	0.000401	A -- B -- T	0.088907	0.000400
3.3700	0.1490	0.0003	2.0636	0.5583	0.4417	<nil>	0.129683	0.000475	T	0.339026	0.000668	A -- T	0.352889	0.000674	B -- T	0.089599	0.000401	A -- B -- T	0.088803	0.000399
3.3800	0.1490	0.0003	2.0643	0.5585	0.4415	<nil>	0.130052	0.000476	T	0.338917	0.000668	A -- T	0.352528	0.000674	B -- T	0.089554	0.000401	A -- B -- T	0.088950	0.000400
3.3900	0.1488	0.0003	2.0650	0.5587	0.4413	<nil>	0.130415	0.000476	T	0.338677	0.000667	A -- T	0.352323	0.000674	B -- T	0.089601	0.000401	A -- B -- T	0.088985	0.000400
3.4000	0.1488	0.0003	2.0656	0.5589	0.4411	<nil>	0.130764	0.000477	T	0.338504	0.000667	A -- T	0.352098	0.000674	B -- T	0.089607	0.000401	A -- B -- T	0.089026	0.000400
3.4100	0.1487	0.0003	2.0662	0.5590	0.4410	<nil>	0.131088	0.000477	T	0.338425	0.000667	A -- T	0.351779	0.000674	B -- T	0.089504	0.000401	A -- B -- T	0.089205	0.000400
3.4200	0.1486	0.0003	2.0663	0.5592	0.4408	<nil>	0.131434	0.000478	T	0.338213	0.000667	A -- T	0.351800	0.000674	B -- T	0.089534	0.000401	A -- B -- T	0.089018	0.000400
3.4300	0.1486	0.0003	2.0664	0.5594	0.4406	<nil>	0.131767	0.000478	T	0.338051	0.000667	A -- T	0.351811	0.000674	B -- T	0.089539	0.000401	A -- B -- T	0.088832	0.000399
3.4400	0.1485	0.0003	2.0665	0.5595	0.4405	<nil>	0.132112	0.000479	T	0.337950	0.000667	A -- T	0.351769	0.000674	B -- T	0.089413	0.000401	A -- B -- T	0.088756	0.000399
3.4500	0.1485	0.0003	2.0669	0.5597	0.4403	<nil>	0.132425	0.000479	T	0.337898	0.000667	A -- T	0.351546	0.000673	B -- T	0.089370	0.000400	A -- B -- T	0.088761	0.000399
3.4600	0.1484	0.0003	2.0672	0.5599	0.4401	<nil>	0.132737	0.000480	T	0.337672	0.000667	A -- T	0.351494	0.000673	B -- T	0.089449	0.000401	A -- B -- T	0.088648	0.000399
3.4700	0.1483	0.0003	2.0676	0.5599	0.4401	<nil>	0.133050	0.000480	T	0.337457	0.000667	A -- T	0.351444	0.000673	B -- T	0.089395	0.000401	A -- B -- T	0.088654	0.000399
3.4800	0.1481	0.0003	2.0679	0.5599	0.4401	<nil>	0.133407	0.000481	T	0.337052	0.000667	A -- T	0.351556	0.000674	B -- T	0.089405	0.000401	A -- B -- T	0.088580	0.000399
3.4900	0.1480	0.0003	2.0682	0.5599	0.4401	<nil>	0.133763	0.000481	T	0.336760	0.000667	A -- T	0.351608	0.000674	B -- T	0.089382	0.000401	A -- B -- T	0.088487	0.000399
3.5000	0.1479	0.0003	2.0686	0.5600	0.4400	<nil>	0.134064	0.000482	T	0.336615	0.000666	A -- T	0.351438	0.000673	B -- T	0.089316	0.000400	A -- B -- T	0.088566	0.000399
3.5100	0.1478	0.0003	2.0691	0.5600	0.4400	<nil>	0.134384	0.000482	T	0.336254	0.000666	A -- T	0.351433	0.000673	B -- T	0.089342	0.000401	A -- B -- T	0.088587	0.000399
3.5200	0.1476	0.0003	2.0696	0.5600	0.4400	<nil>	0.134758	0.000483	T	0.335902	0.000666	A -- T	0.351405	0.000673	B -- T	0.089367	0.000401	A -- B -- T	0.088568	0.000399
3.5300	0.1475	0.0003	2.0701	0.5600	0.4400	<nil>	0.135170	0.000483	T	0.335585	0.000666	A -- T	0.351352	0.000673	B -- T	0.089270	0.000400	A -- B -- T	0.088624	0.000399
3.5400	0.1474	0.0003	2.0705	0.5601	0.4399	<nil>	0.135518	0.000484	T	0.335485	0.000666	A -- T	0.351142	0.000673	B -- T	0.089121	0.000400	A -- B -- T	0.088734	0.000399
3.5500	0.1474	0.0003	2.0709	0.5604	0.4396	<nil>	0.135849	0.000484	T	0.335350	0.000666	A -- T	0.350962	0.000673	B -- T	0.089214	0.000400	A -- B -- T	0.088626	0.000399
3.5600	0.1474	0.0003	2.0713	0.5607	0.4393	<nil>	0.136206	0.000485	T	0.335298	0.000666	A -- T	0.350706	0.000673	B -- T	0.089177	0.000400	A -- B -- T	0.088613	0.000399
3.5700	0.1473	0.0003	2.0715	0.5610	0.4390	<nil>	0.136573	0.000486	T	0.335237	0.000666	A -- T	0.350538	0.000673	B -- T	0.089220	0.000400	A -- B -- T	0.088432	0.000399
3.5800	0.1474	0.0003	2.0719	0.5614	0.4386	<nil>	0.136875	0.000486	T	0.335279	0.000666	A -- T	0.350226	0.000673	B -- T	0.089207	0.000400	A -- B -- T	0.088413	0.000399
3.5900	0.1474	0.0003	2.0719	0.5616	0.4384	<nil>	0.137197	0.000486	T	0.335378	0.000666	A -- T	0.350010	0.000673	B -- T	0.089033	0.000400	A -- B -- T	0.088381	0.000399
3.6000	0.1474	0.0003	2.0720	0.5620	0.4380	<nil>	0.137546	0.000487	T	0.335325	0.000666	A -- T	0.349912	0.000673	B -- T	0.089098	0.000400	A -- B -- T	0.088119	0.000398
3.6100	0.1473	0.0003	2.0727	0.5621	0.4379	<nil>	0.137885	0.000487	T	0.335060	0.000666	A -- T	0.349706	0.000673	B -- T	0.089134	0.000400	A -- B -- T	0.088215	0.000398
3.6200	0.1471	0.0003	2.0736	0.5621	0.4379	<nil>	0.138202	0.000488	T	0.334757	0.000666	A -- T	0.349405	0.000673	B -- T	0.089145	0.000400	A -- B -- T	0.088491	0.000399
3.6300	0.1470	0.0003	2.0743	0.5623	0.4377	<nil>	0.138507	0.000488	T	0.334584	0.000666	A -- T	0.349128	0.000672	B -- T	0.089204	0.000400	A -- B -- T	0.088578	0.000399
3.6400	0.1470	0.0003	2.0747	0.5624	0.4376	<nil>	0.138841	0.000489	T	0.334397	0.000665	A -- T	0.348991	0.000672	B -- T	0.089186	0.000400	A -- B -- T	0.088584	0.000399
3.6500	0.1469	0.0003	2.0749	0.5625	0.4375	<nil>	0.139210	0.000489	T	0.334229	0.000665	A -- T	0.348973	0.000672	B -- T	0.089092	0.000400	A -- B -- T	0.088496	0.000399
3.6600	0.1468	0.0003	2.0751	0.5627	0.4373	<nil>	0.139538	0.000490	T	0.334093	0.000665	A -- T	0.348867	0.000672	B -- T	0.089078	0.000400	A -- B -- T	0.088425	0.000399
3.6700	0.1468	0.0003	2.0754	0.5629	0.4371	<nil>	0.139906	0.000490	T	0.333919	0.000665	A -- T	0.348774	0.000672	B -- T	0.089097	0.000400	A -- B -- T	0.088303	0.000398
3.6800	0.1468	0.0003	2.0755	0.5631	0.4369	<nil>	0.140218	0.000491	T	0.333905	0.000665	A -- T	0.348633	0.000672	B -- T	0.088984	0.000400	A -- B -- T	0.088260	0.000398
3.6900	0.1467	0.0003	2.0756	0.5632	0.4368	<nil>	0.140506	0.000491	T	0.333817	0.000665	A -- T	0.348543	0.000672	B -- T	0.088924	0.000400	A -- B -- T	0.088210	0.000398
3.7000	0.1467	0.0003	2.0759	0.5634	0.4366	<nil>	0.140797	0.000492	T	0.333725	0.000665	A -- T	0.348403	0.000672	B -- T	0.088871	0.000400	A -- B -- T	0.088204	0.000398
3.7100	0.1467	0.0003	2.0763	0.5638	0.4362	<nil>	0.141130	0.000492	T	0.333717	0.000665	A -- T	0.348082	0.000672	B -- T	0.088933	0.000400	A -- B -- T	0.088137	0.000398
3.7200	0.1466	0.0003	2.0765	0.5640	0.4360	<nil>	0.141468	0.000493	T	0.333638	0.000665	A -- T	0.347965	0.000672	B -- T	0.088894	0.000400	A -- B -- T	0.088035	0.000398
3.7300	0.1466	0.0003	2.0769	0.5643	0.4357	<nil>	0.141819	0.000493	T	0.333556	0.000665	A -- T	0.347729	0.000672	B -- T	0.088932	0.000400	A -- B -- T	0.087964	0.000398
3.7400	0.1465	0.0003	2.0773	0.5644	0.4356	<nil>	0.142120	0.000494	T	0.333405	0.000665	A -- T	0.347546	0.000672	B -- T	0.088899	0.000400	A -- B -- T	0.088030	0.000398
3.7500	0.1465	0.0003	2.0775	0.5646	0.4354	<nil>	0.142448	0.000494	T	0.333293	0.000665	A -- T	0.347434	0.000672	B -- T	0.088854	0.000399	A -- B -- T	0.087971	0.000398
3.7600	0.1464	0.0003	2.0778	0.5648	0.4352	<nil>	0.142812	0.000495	T	0.333214	0.000665	A -- T	0.347226	0.000672	B -- T	0.088762	0.000399	A -- B -- T	0.087985	0.000398
3.7700	0.1464	0.0003	2.0780	0.5650	0.4350	<nil>	0.143180	0.000495	T	0.333069	0.000665	A -- T	0.347168	0.000672	B -- T	0.088761	0.000399	A -- B -- T	0.087821	0.000397
3.7800	0.1463	0.0003	2.0783	0.5652	0.4348	<nil>	0.143568	0.000496	T	0.332929	0.000665	A -- T	0.346989	0.000672	B -- T	0.088662	0.000399	A -- B -- T	0.087851	0.000398
3.7900	0.1463	0.0003	2.0785	0.5653	0.4347	<nil>	0.143912	0.000496	T	0.332870	0.000665	A -- T	0.346833	0.000671	B -- T	0.088512	0.000399	A -- B -- T	0.087873	0.000398
3.8000	0.1462	0.0003	2.0786	0.5654	0.4346	<nil>	0.144222	0.000497	T	0.332713	0.000665	A -- T	0.346839	0.000671	B -- T	0.088437	0.000399	A -- B -- T	0.087789	0.000397
3.8100	0.1461	0.0003	2.0789	0.5654	0.4346	<nil>	0.144553	0.000497	T	0.332512	0.000664	A -- T	0.346763	0.000671	B -- T	0.088380	0.000399	A -- B -- T	0.087793	0.000397
3.8200	0.1461	0.0003	2.0791	0.5657	0.4343	<nil>	0.144874	0.000498	T	0.332431	0.000664	A -- T	0.346619	0.000671	B -- T	0.088402	0.000398	A -- B -- T	0.087674	0.000397
3.8300	0.1460	0.0003	2.0791	0.5657	0.4343	<nil>	0.145197	0.000498	T	0.332162	0.000664	A -- T	0.346764	0.000671	B -- T	0.088302	0.000398	A -- B -- T	0.087575	0.000397
3.8400	0.1459	0.0003	2.0793	0.5658	0.4342	<nil>	0.145519	0.000499	T	0.332017	0.000664	A -- T	0.346696	0.000671	B -- T	0.088269	0.000398	A -- B -- T	0.087499	0.000397
3.8500	0.1458	0.0003	2.0796	0.5660	0.4340	<nil>	0.145849	0.000499	T	0.331748	0.000664	A -- T	0.346672	0.000671	B -- T	0.088394	0.000399	A -- B -- T	0.087336	0.000396
3.8600	0.1457	0.0003	2.0800	0.5662	0.4338	<nil>	0.146185	0.000500	T	0.331575	0.000664	A -- T	0.346510	0.000671	B -- T	0.088417	0.000399	A -- B -- T	0.087314	0.000396
3.8700	0.1456	0.0003	2.0805	0.5664	0.4336	<nil>	0.146527	0.000500	T	0.331308	0.000664	A -- T	0.346390	0.000671	B -- T	0.088534	0.000399	A -- B -- T	0.087241	0.000396
3.8800	0.1456	0.0003	2.0808	0.5666	0.4334	<nil>	0.146842	0.000500	T	0.331265	0.000664	A -- T	0.346172	0.000671	B -- T	0.088532	0.000399	A -- B -- T	0.087188	0.000396
3.8900	0.1456	0.0003	2.0808	0.5669	0.4331	<nil>	0.147189	0.000501	T	0.331196	0.000664	A -- T	0.346071	0.000671	B -- T	0.088497	0.000399	A -- B -- T	0.087048	0.000396
3.9000	0.1455	0.0003	2.0811	0.5671	0.4329	<nil>	0.147546	0.000501	T	0.331086	0.000664	A -- T	0.345923	0.000671	B -- T	0.088514	0.000399	A -- B -- T	0.086931	0.000396
3.9100	0.1455	0.0003	2.0813	0.5673	0.4327	<nil>	0.147862	0.000502	T	0.330952	0.000664	A -- T	0.345825	0.000671	B -- T	0.088514	0.000399	A -- B -- T	0.086847	0.000395
3.9200	0.1454	0.0003	2.0814	0.5675	0.4325	<nil>	0.148194	0.000502	T	0.330856	0.000664	A -- T	0.345737	0.000671	B -- T	0.088488	0.000399	A -- B -- T	0.086726	0.000395
3.9300	0.1454	0.0003	2.0815	0.5677	0.4323	<nil>	0.148545	0.000503	T	0.330780	0.000664	A -- T	0.345605	0.000671	B -- T	0.088400	0.000399	A -- B -- T	0.086671	0.000395
3.9400	0.1453	0.0003	2.0819	0.5679	0.4321	<nil>	0.148910	0.000503	T	0.330553	0.000663	A -- T	0.345499	0.000671	B -- T	0.088418	0.000399	A -- B -- T	0.086621	0.000395
3.9500	0.1452	0.0003	2.0825	0.5680	0.4320	<nil>	0.149251	0.000504	T	0.330444	0.000663	A -- T	0.345164	0.000671	B -- T	0.088302	0.000398	A -- B -- T	0.086839	0.000395
3.9600	0.1452	0.0003	2.0829	0.5682	0.4318	<nil>	0.149606	0.000504	T	0.330292	0.000663	A -- T	0.344985	0.000671	B -- T	0.088279	0.000398	A -- B -- T	0.086839	0.000395
3.9700	0.1451	0.0003	2.0830	0.5684	0.4316	<nil>	0.149944	0.000505	T	0.330077	0.000663	A -- T	0.344977	0.000671	B -- T	0.088415	0.000399	A -- B -- T	0.086587	0.000395
3.9800	0.1450	0.0003	2.0835	0.5686	0.4314	<nil>	0.150279	0.000505	T	0.329851	0.000663	A -- T	0.344804	0.000671	B -- T	0.088461	0.000399	A -- B -- T	0.086605	0.000395
3.9900	0.1449	0.0003	2.0839	0.5689	0.4311	<nil>	0.150586	0.000506	T	0.329738	0.000663	A -- T	0.344633	0.000670	B -- T	0.088577	0.000399	A -- B -- T	0.086466	0.000395
4.0000	0.1449	0.0003	2.0840	0.5690	0.4310	<nil>	0.150886	0.000506	T	0.329698	0.000663	A -- T	0.344492	0.000670	B -- T	0.088453	0.000399	A -- B -- T	0.086472	0.000395
4.0100	0.1449	0.0003	2.0841	0.5692	0.4308	<nil>	0.151166	0.000507	T	0.329678	0.000663	A -- T	0.344336	0.000670	B -- T	0.088400	0.000399	A -- B -- T	0.086420	0.000394
4.0200	0.1449	0.0003	2.0843	0.5695	0.4305	<nil>	0.151440	0.000507	T	0.329766	0.000663	A -- T	0.344044	0.000670	B -- T	0.088267	0.000398	A -- B -- T	0.086483	0.000395
4.0300	0.1449	0.0003	2.0846	0.5696	0.4304	<nil>	0.151755	0.000507	T	0.329591	0.000663	A -- T	0.343928	0.000670	B -- T	0.088292	0.000398	A -- B -- T	0.086434	0.000395
4.0400	0.1448	0.0003	2.0847	0.5697	0.4303	<nil>	0.152062	0.000508	T	0.329407	0.000663	A -- T	0.343938	0.000670	B -- T	0.088272	0.000398	A -- B -- T	0.086321	0.000394
4.0500	0.1447	0.0003	2.0849	0.5699	0.4301	<nil>	0.152349	0.000508	T	0.329311	0.000663	A -- T	0.343803	0.000670	B -- T	0.088263	0.000398	A -- B -- T	0.086275	0.000394
4.0600	0.1447	0.0003	2.0852	0.5701	0.4299	<nil>	0.152662	0.000509	T	0.329187	0.000663	A -- T	0.343679	0.000670	B -- T	0.088285	0.000398	A -- B -- T	0.086187	0.000394
4.0700	0.1446	0.0003	2.0853	0.5703	0.4297	<nil>	0.152986	0.000509	T	0.329113	0.000663	A -- T	0.343550	0.000670	B -- T	0.088192	0.000398	A -- B -- T	0.086160	0.000394
4.0800	0.1447	0.0003	2.0856	0.5706	0.4294	<nil>	0.153313	0.000509	T	0.329198	0.000663	A -- T	0.343193	0.000670	B -- T	0.088077	0.000398	A -- B -- T	0.086218	0.000394
4.0900	0.1446	0.0003	2.0859	0.5708	0.4292	<nil>	0.153635	0.000510	T	0.329078	0.000663	A -- T	0.343010	0.000670	B -- T	0.088057	0.000398	A -- B -- T	0.086220	0.000394
4.1000	0.1447	0.0003	2.0862	0.5710	0.4290	<nil>	0.153958	0.000510	T	0.329163	0.000663	A -- T	0.342664	0.000670	B -- T	0.087924	0.000398	A -- B -- T	0.086291	0.000394
4.1100	0.1446	0.0003	2.0864	0.5711	0.4289	<nil>	0.154239	0.000511	T	0.329060	0.000663	A -- T	0.342533	0.000669	B -- T	0.087814	0.000397	A -- B -- T	0.086354	0.000394
4.1200	0.1446	0.0003	2.0866	0.5713	0.4287	<nil>	0.154578	0.000511	T	0.329023	0.000663	A -- T	0.342319	0.000669	B -- T	0.087701	0.000397	A -- B -- T	0.086379	0.000394
4.1300	0.1446	0.0003	2.0869	0.5715	0.4285	<nil>	0.154881	0.000512	T	0.328960	0.000663	A -- T	0.342084	0.000669	B -- T	0.087617	0.000397	A -- B -- T	0.086458	0.000395
4.1400	0.1445	0.0003	2.0872	0.5717	0.4283	<nil>	0.155215	0.000512	T	0.328783	0.000663	A -- T	0.341982	0.000669	B -- T	0.087676	0.000397	A -- B -- T	0.086344	0.000394
4.1500	0.1444	0.0003	2.0875	0.5719	0.4281	<nil>	0.155544	0.000512	T	0.328662	0.000663	A -- T	0.341788	0.000669	B -- T	0.087734	0.000397	A -- B -- T	0.086271	0.000394
4.1600	0.1444	0.0003	2.0878	0.5722	0.4278	<nil>	0.155902	0.000513	T	0.328567	0.000662	A -- T	0.341615	0.000669	B -- T	0.087740	0.000397	A -- B -- T	0.086176	0.000394
4.1700	0.1443	0.0003	2.0881	0.5725	0.4275	<nil>	0.156261	0.000513	T	0.328329	0.000662	A -- T	0.341520	0.000669	B -- T	0.087948	0.000398	A -- B -- T	0.085942	0.000393
4.1800	0.1443	0.0003	2.0883	0.5727	0.4273	<nil>	0.156629	0.000514	T	0.328217	0.000662	A -- T	0.341353	0.000669	B -- T	0.087823	0.000397	A -- B -- T	0.085979	0.000394
4.1900	0.1442	0.0003	2.0885	0.5729	0.4271	<nil>	0.157010	0.000514	T	0.327992	0.000662	A -- T	0.341300	0.000669	B -- T	0.087876	0.000397	A -- B -- T	0.085823	0.000393
4.2000	0.1442	0.0003	2.0888	0.5733	0.4267	<nil>	0.157330	0.000515	T	0.328042	0.000662	A -- T	0.340992	0.000669	B -- T	0.087895	0.000398	A -- B -- T	0.085742	0.000393
4.2100	0.1442	0.0003	2.0890	0.5734	0.4266	<nil>	0.157636	0.000515	T	0.328037	0.000662	A -- T	0.340745	0.000669	B -- T	0.087689	0.000397	A -- B -- T	0.085893	0.000393
4.2200	0.1442	0.0003	2.0891	0.5734	0.4266	<nil>	0.157940	0.000516	T	0.327995	0.000662	A -- T	0.340599	0.000669	B -- T	0.087450	0.000397	A -- B -- T	0.086016	0.000394
4.2300	0.1440	0.0003	2.0892	0.5734	0.4266	<nil>	0.158295	0.000516	T	0.327707	0.000662	A -- T	0.340696	0.000669	B -- T	0.087412	0.000397	A -- B -- T	0.085890	0.000393
4.2400	0.1439	0.0003	2.0894	0.5734	0.4266	<nil>	0.158637	0.000517	T	0.327446	0.000662	A -- T	0.340704	0.000669	B -- T	0.087301	0.000396	A -- B -- T	0.085913	0.000393
4.2500	0.1439	0.0003	2.0895	0.5735	0.4265	<nil>	0.158989	0.000517	T	0.327406	0.000662	A -- T	0.340534	0.000669	B -- T	0.087141	0.000396	A -- B -- T	0.085930	0.000393
4.2600	0.1439	0.0003	2.0895	0.5737	0.4263	<nil>	0.159329	0.000517	T	0.327306	0.000662	A -- T	0.340439	0.000668	B -- T	0.087042	0.000396	A -- B -- T	0.085884	0.000393
4.2700	0.1438	0.0003	2.0896	0.5738	0.4262	<nil>	0.159658	0.000518	T	0.327224	0.000662	A -- T	0.340341	0.000668	B -- T	0.086956	0.000396	A -- B -- T	0.085820	0.000393
4.2800	0.1437	0.0003	2.0902	0.5740	0.4260	<nil>	0.160013	0.000518	T	0.327068	0.000662	A -- T	0.340043	0.000668	B -- T	0.086941	0.000396	A -- B -- T	0.085935	0.000393
4.2900	0.1437	0.0003	2.0907	0.5743	0.4257	<nil>	0.160316	0.000519	T	0.326936	0.000662	A -- T	0.339789	0.000668	B -- T	0.087056	0.000396	A -- B -- T	0.085903	0.000393
4.3000	0.1436	0.0003	2.0910	0.5745	0.4255	<nil>	0.160623	0.000519	T	0.326769	0.000662	A -- T	0.339645	0.000668	B -- T	0.087121	0.000396	A -- B -- T	0.085842	0.000393
4.3100	0.1436	0.0003	2.0913	0.5748	0.4252	<nil>	0.160936	0.000520	T	0.326752	0.000662	A -- T	0.339350	0.000668	B -- T	0.087136	0.000396	A -- B -- T	0.085825	0.000393
4.3200	0.1436	0.0003	2.0915	0.5751	0.4249	<nil>	0.161267	0.000520	T	0.326739	0.000662	A -- T	0.339136	0.000668	B -- T	0.087075	0.000396	A -- B -- T	0.085783	0.000393
4.3300	0.1436	0.0003	2.0918	0.5752	0.4248	<nil>	0.161565	0.000520	T	0.326703	0.000662	A -- T	0.338892	0.000668	B -- T	0.086960	0.000396	A -- B -- T	0.085880	0.000393
4.3400	0.1436	0.0003	2.0917	0.5756	0.4244	<nil>	0.161876	0.000521	T	0.326682	0.000662	A -- T	0.338793	0.000668	B -- T	0.086996	0.000396	A -- B -- T	0.085653	0.000393
4.3500	0.1436	0.0003	2.0919	0.5759	0.4241	<nil>	0.162195	0.000521	T	0.326676	0.000662	A -- T	0.338557	0.000668	B -- T	0.087057	0.000396	A -- B -- T	0.085516	0.000393
4.3600	0.1436	0.0003	2.0921	0.5762	0.4238	<nil>	0.162505	0.000522	T	0.326638	0.000661	A -- T	0.338350	0.000667	B -- T	0.087040	0.000396	A -- B -- T	0.085467	0.000392
4.3700	0.1435	0.0003	2.0921	0.5764	0.4236	<nil>	0.162778	0.000522	T	0.326616	0.000661	A -- T	0.338260	0.000667	B -- T	0.087055	0.000396	A -- B -- T	0.085291	0.000392
4.3800	0.1434	0.0003	2.0924	0.5766	0.4234	<nil>	0.163098	0.000522	T	0.326369	0.000661	A -- T	0.338202	0.000667	B -- T	0.087139	0.000396	A -- B -- T	0.085193	0.000392
4.3900	0.1434	0.0003	2.0924	0.5767	0.4233	<nil>	0.163442	0.000523	T	0.326266	0.000661	A -- T	0.338104	0.000667	B -- T	0.087013	0.000396	A -- B -- T	0.085176	0.000392
