Time	TH	ErrorTH	H	HD=0	HD=1	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba
1.7600	0.1738	0.0003	1.9366	0.5505	0.4495	<nil>	0.072562	0.000367	T	0.395453	0.000690	A -- T	0.363191	0.000678	B -- T	0.082446	0.000386	A -- B -- T	0.086348	0.000394
1.7700	0.1734	0.0003	1.9380	0.5500	0.4500	<nil>	0.072911	0.000368	T	0.394477	0.000689	A -- T	0.363575	0.000679	B -- T	0.082647	0.000387	A -- B -- T	0.086390	0.000394
1.7800	0.1730	0.0003	1.9392	0.5498	0.4502	<nil>	0.073299	0.000368	T	0.393700	0.000689	A -- T	0.363864	0.000679	B -- T	0.082772	0.000387	A -- B -- T	0.086366	0.000394
1.7900	0.1726	0.0003	1.9405	0.5494	0.4506	<nil>	0.073690	0.000369	T	0.392811	0.000689	A -- T	0.364238	0.000679	B -- T	0.082901	0.000387	A -- B -- T	0.086360	0.000394
1.8000	0.1723	0.0003	1.9419	0.5490	0.4510	<nil>	0.074048	0.000370	T	0.391926	0.000689	A -- T	0.364526	0.000679	B -- T	0.082990	0.000387	A -- B -- T	0.086509	0.000395
1.8100	0.1718	0.0003	1.9435	0.5484	0.4516	<nil>	0.074395	0.000371	T	0.390946	0.000688	A -- T	0.364845	0.000679	B -- T	0.083041	0.000387	A -- B -- T	0.086772	0.000395
1.8200	0.1713	0.0003	1.9451	0.5479	0.4521	<nil>	0.074789	0.000372	T	0.389862	0.000688	A -- T	0.365226	0.000679	B -- T	0.083235	0.000388	A -- B -- T	0.086889	0.000395
1.8300	0.1709	0.0003	1.9465	0.5473	0.4527	<nil>	0.075206	0.000373	T	0.388815	0.000688	A -- T	0.365695	0.000679	B -- T	0.083323	0.000388	A -- B -- T	0.086961	0.000396
1.8400	0.1704	0.0003	1.9483	0.5469	0.4531	<nil>	0.075601	0.000374	T	0.387805	0.000687	A -- T	0.365928	0.000679	B -- T	0.083473	0.000388	A -- B -- T	0.087193	0.000396
1.8500	0.1700	0.0003	1.9501	0.5463	0.4537	<nil>	0.075989	0.000375	T	0.386723	0.000687	A -- T	0.366241	0.000679	B -- T	0.083632	0.000389	A -- B -- T	0.087415	0.000397
1.8600	0.1695	0.0003	1.9518	0.5459	0.4541	<nil>	0.076354	0.000375	T	0.385726	0.000687	A -- T	0.366465	0.000680	B -- T	0.083856	0.000389	A -- B -- T	0.087598	0.000397
1.8700	0.1692	0.0003	1.9532	0.5457	0.4543	<nil>	0.076733	0.000376	T	0.385028	0.000686	A -- T	0.366552	0.000680	B -- T	0.083900	0.000389	A -- B -- T	0.087788	0.000397
1.8800	0.1689	0.0003	1.9545	0.5454	0.4546	<nil>	0.077085	0.000377	T	0.384264	0.000686	A -- T	0.366743	0.000680	B -- T	0.084023	0.000389	A -- B -- T	0.087885	0.000397
1.8900	0.1685	0.0003	1.9561	0.5450	0.4550	<nil>	0.077458	0.000378	T	0.383400	0.000686	A -- T	0.366889	0.000680	B -- T	0.084168	0.000390	A -- B -- T	0.088085	0.000398
1.9000	0.1681	0.0003	1.9576	0.5448	0.4552	<nil>	0.077836	0.000379	T	0.382540	0.000685	A -- T	0.367090	0.000680	B -- T	0.084376	0.000390	A -- B -- T	0.088158	0.000398
1.9100	0.1677	0.0003	1.9588	0.5443	0.4557	<nil>	0.078233	0.000380	T	0.381547	0.000685	A -- T	0.367585	0.000680	B -- T	0.084540	0.000390	A -- B -- T	0.088095	0.000398
1.9200	0.1673	0.0003	1.9605	0.5440	0.4560	<nil>	0.078634	0.000380	T	0.380651	0.000685	A -- T	0.367718	0.000680	B -- T	0.084739	0.000391	A -- B -- T	0.088258	0.000398
1.9300	0.1670	0.0003	1.9619	0.5438	0.4562	<nil>	0.079007	0.000381	T	0.379966	0.000685	A -- T	0.367758	0.000680	B -- T	0.084837	0.000391	A -- B -- T	0.088432	0.000399
1.9400	0.1668	0.0003	1.9632	0.5437	0.4563	<nil>	0.079355	0.000382	T	0.379423	0.000684	A -- T	0.367690	0.000680	B -- T	0.084964	0.000391	A -- B -- T	0.088567	0.000399
1.9500	0.1665	0.0003	1.9647	0.5435	0.4565	<nil>	0.079721	0.000383	T	0.378740	0.000684	A -- T	0.367729	0.000680	B -- T	0.085047	0.000392	A -- B -- T	0.088762	0.000399
1.9600	0.1661	0.0003	1.9666	0.5433	0.4567	<nil>	0.080097	0.000384	T	0.377939	0.000684	A -- T	0.367615	0.000680	B -- T	0.085252	0.000392	A -- B -- T	0.089098	0.000400
1.9700	0.1657	0.0003	1.9681	0.5430	0.4570	<nil>	0.080488	0.000385	T	0.377111	0.000684	A -- T	0.367796	0.000680	B -- T	0.085371	0.000392	A -- B -- T	0.089234	0.000400
1.9800	0.1654	0.0003	1.9692	0.5428	0.4572	<nil>	0.080869	0.000385	T	0.376431	0.000683	A -- T	0.367969	0.000680	B -- T	0.085482	0.000392	A -- B -- T	0.089249	0.000400
1.9900	0.1651	0.0003	1.9707	0.5426	0.4574	<nil>	0.081244	0.000386	T	0.375676	0.000683	A -- T	0.368016	0.000680	B -- T	0.085673	0.000393	A -- B -- T	0.089392	0.000400
2.0000	0.1648	0.0003	1.9720	0.5424	0.4576	<nil>	0.081612	0.000387	T	0.374916	0.000683	A -- T	0.368165	0.000680	B -- T	0.085910	0.000393	A -- B -- T	0.089396	0.000401
2.0100	0.1644	0.0003	1.9732	0.5421	0.4579	<nil>	0.081995	0.000388	T	0.374045	0.000682	A -- T	0.368497	0.000680	B -- T	0.086021	0.000394	A -- B -- T	0.089442	0.000401
2.0200	0.1640	0.0003	1.9747	0.5418	0.4582	<nil>	0.082393	0.000389	T	0.373194	0.000682	A -- T	0.368643	0.000680	B -- T	0.086223	0.000394	A -- B -- T	0.089547	0.000401
2.0300	0.1638	0.0003	1.9760	0.5417	0.4583	<nil>	0.082747	0.000389	T	0.372612	0.000682	A -- T	0.368655	0.000681	B -- T	0.086370	0.000394	A -- B -- T	0.089616	0.000401
2.0400	0.1636	0.0003	1.9771	0.5417	0.4583	<nil>	0.083084	0.000390	T	0.372160	0.000682	A -- T	0.368581	0.000680	B -- T	0.086453	0.000395	A -- B -- T	0.089721	0.000401
2.0500	0.1633	0.0003	1.9783	0.5417	0.4583	<nil>	0.083429	0.000391	T	0.371638	0.000682	A -- T	0.368514	0.000680	B -- T	0.086588	0.000395	A -- B -- T	0.089831	0.000401
2.0600	0.1631	0.0003	1.9798	0.5416	0.4584	<nil>	0.083849	0.000392	T	0.371057	0.000681	A -- T	0.368403	0.000680	B -- T	0.086719	0.000395	A -- B -- T	0.089972	0.000402
2.0700	0.1628	0.0003	1.9809	0.5415	0.4585	<nil>	0.084229	0.000393	T	0.370446	0.000681	A -- T	0.368519	0.000680	B -- T	0.086800	0.000395	A -- B -- T	0.090005	0.000402
2.0800	0.1625	0.0003	1.9821	0.5413	0.4587	<nil>	0.084585	0.000393	T	0.369753	0.000681	A -- T	0.368637	0.000680	B -- T	0.086998	0.000396	A -- B -- T	0.090027	0.000402
2.0900	0.1622	0.0003	1.9837	0.5411	0.4589	<nil>	0.084964	0.000394	T	0.368990	0.000681	A -- T	0.368640	0.000680	B -- T	0.087158	0.000396	A -- B -- T	0.090247	0.000402
2.1000	0.1619	0.0003	1.9848	0.5411	0.4589	<nil>	0.085345	0.000395	T	0.368395	0.000680	A -- T	0.368671	0.000681	B -- T	0.087349	0.000396	A -- B -- T	0.090240	0.000402
2.1100	0.1617	0.0003	1.9858	0.5410	0.4590	<nil>	0.085706	0.000396	T	0.367828	0.000680	A -- T	0.368793	0.000680	B -- T	0.087442	0.000397	A -- B -- T	0.090230	0.000402
2.1200	0.1614	0.0003	1.9867	0.5407	0.4593	<nil>	0.086056	0.000396	T	0.367252	0.000680	A -- T	0.368908	0.000681	B -- T	0.087436	0.000397	A -- B -- T	0.090347	0.000402
2.1300	0.1612	0.0003	1.9879	0.5406	0.4594	<nil>	0.086413	0.000397	T	0.366755	0.000680	A -- T	0.368824	0.000681	B -- T	0.087418	0.000397	A -- B -- T	0.090591	0.000403
2.1400	0.1610	0.0003	1.9891	0.5406	0.4594	<nil>	0.086782	0.000398	T	0.366350	0.000680	A -- T	0.368690	0.000681	B -- T	0.087516	0.000397	A -- B -- T	0.090662	0.000403
2.1500	0.1608	0.0003	1.9903	0.5408	0.4592	<nil>	0.087148	0.000399	T	0.365838	0.000679	A -- T	0.368584	0.000680	B -- T	0.087783	0.000397	A -- B -- T	0.090647	0.000403
2.1600	0.1606	0.0003	1.9915	0.5409	0.4591	<nil>	0.087517	0.000399	T	0.365445	0.000679	A -- T	0.368399	0.000680	B -- T	0.087891	0.000397	A -- B -- T	0.090748	0.000403
2.1700	0.1604	0.0003	1.9926	0.5407	0.4593	<nil>	0.087869	0.000400	T	0.365007	0.000679	A -- T	0.368301	0.000680	B -- T	0.087861	0.000398	A -- B -- T	0.090961	0.000404
2.1800	0.1603	0.0003	1.9935	0.5408	0.4592	<nil>	0.088211	0.000401	T	0.364624	0.000679	A -- T	0.368268	0.000680	B -- T	0.087926	0.000397	A -- B -- T	0.090970	0.000404
2.1900	0.1600	0.0003	1.9946	0.5408	0.4592	<nil>	0.088534	0.000402	T	0.364085	0.000679	A -- T	0.368254	0.000680	B -- T	0.088202	0.000398	A -- B -- T	0.090924	0.000404
2.2000	0.1597	0.0003	1.9960	0.5407	0.4593	<nil>	0.088919	0.000402	T	0.363305	0.000678	A -- T	0.368353	0.000680	B -- T	0.088501	0.000399	A -- B -- T	0.090922	0.000404
2.2100	0.1593	0.0003	1.9974	0.5405	0.4595	<nil>	0.089299	0.000403	T	0.362565	0.000678	A -- T	0.368408	0.000680	B -- T	0.088592	0.000399	A -- B -- T	0.091136	0.000404
2.2200	0.1591	0.0003	1.9983	0.5402	0.4598	<nil>	0.089678	0.000404	T	0.361896	0.000678	A -- T	0.368610	0.000680	B -- T	0.088647	0.000399	A -- B -- T	0.091168	0.000404
2.2300	0.1588	0.0003	1.9993	0.5401	0.4599	<nil>	0.090033	0.000405	T	0.361257	0.000678	A -- T	0.368755	0.000680	B -- T	0.088836	0.000399	A -- B -- T	0.091120	0.000404
2.2400	0.1586	0.0003	2.0007	0.5402	0.4598	<nil>	0.090391	0.000405	T	0.360857	0.000677	A -- T	0.368477	0.000680	B -- T	0.088937	0.000400	A -- B -- T	0.091338	0.000404
2.2500	0.1584	0.0003	2.0017	0.5402	0.4598	<nil>	0.090760	0.000406	T	0.360402	0.000677	A -- T	0.368411	0.000680	B -- T	0.089079	0.000400	A -- B -- T	0.091348	0.000404
2.2600	0.1582	0.0003	2.0025	0.5403	0.4597	<nil>	0.091133	0.000407	T	0.360063	0.000677	A -- T	0.368378	0.000680	B -- T	0.089099	0.000400	A -- B -- T	0.091326	0.000404
2.2700	0.1581	0.0003	2.0033	0.5405	0.4595	<nil>	0.091476	0.000408	T	0.359780	0.000677	A -- T	0.368253	0.000680	B -- T	0.089228	0.000400	A -- B -- T	0.091264	0.000404
2.2800	0.1581	0.0003	2.0040	0.5408	0.4592	<nil>	0.091817	0.000408	T	0.359663	0.000677	A -- T	0.367985	0.000680	B -- T	0.089319	0.000400	A -- B -- T	0.091217	0.000404
2.2900	0.1579	0.0003	2.0051	0.5409	0.4591	<nil>	0.092170	0.000409	T	0.359387	0.000677	A -- T	0.367748	0.000680	B -- T	0.089367	0.000400	A -- B -- T	0.091327	0.000404
2.3000	0.1579	0.0003	2.0057	0.5410	0.4590	<nil>	0.092524	0.000410	T	0.359164	0.000677	A -- T	0.367621	0.000680	B -- T	0.089356	0.000400	A -- B -- T	0.091335	0.000404
2.3100	0.1577	0.0003	2.0068	0.5412	0.4588	<nil>	0.092880	0.000410	T	0.358777	0.000676	A -- T	0.367458	0.000680	B -- T	0.089508	0.000401	A -- B -- T	0.091377	0.000405
2.3200	0.1575	0.0003	2.0077	0.5411	0.4589	<nil>	0.093238	0.000411	T	0.358277	0.000676	A -- T	0.367493	0.000680	B -- T	0.089620	0.000401	A -- B -- T	0.091372	0.000404
2.3300	0.1572	0.0003	2.0088	0.5411	0.4589	<nil>	0.093617	0.000412	T	0.357757	0.000676	A -- T	0.367481	0.000680	B -- T	0.089769	0.000401	A -- B -- T	0.091375	0.000405
2.3400	0.1570	0.0003	2.0100	0.5410	0.4590	<nil>	0.093984	0.000413	T	0.357157	0.000676	A -- T	0.367470	0.000680	B -- T	0.089863	0.000402	A -- B -- T	0.091527	0.000405
2.3500	0.1567	0.0003	2.0113	0.5411	0.4589	<nil>	0.094368	0.000413	T	0.356485	0.000676	A -- T	0.367473	0.000680	B -- T	0.090234	0.000402	A -- B -- T	0.091440	0.000405
2.3600	0.1565	0.0003	2.0121	0.5410	0.4590	<nil>	0.094745	0.000414	T	0.355980	0.000675	A -- T	0.367551	0.000680	B -- T	0.090323	0.000402	A -- B -- T	0.091401	0.000405
2.3700	0.1563	0.0003	2.0133	0.5410	0.4590	<nil>	0.095089	0.000415	T	0.355584	0.000675	A -- T	0.367339	0.000680	B -- T	0.090346	0.000403	A -- B -- T	0.091641	0.000405
2.3800	0.1562	0.0003	2.0143	0.5412	0.4588	<nil>	0.095468	0.000415	T	0.355367	0.000675	A -- T	0.367033	0.000680	B -- T	0.090387	0.000403	A -- B -- T	0.091745	0.000405
2.3900	0.1561	0.0003	2.0149	0.5415	0.4585	<nil>	0.095836	0.000416	T	0.355207	0.000675	A -- T	0.366901	0.000680	B -- T	0.090452	0.000403	A -- B -- T	0.091604	0.000405
2.4000	0.1561	0.0003	2.0156	0.5419	0.4581	<nil>	0.096179	0.000417	T	0.355131	0.000675	A -- T	0.366583	0.000680	B -- T	0.090542	0.000403	A -- B -- T	0.091565	0.000405
2.4100	0.1561	0.0003	2.0164	0.5421	0.4579	<nil>	0.096498	0.000417	T	0.355098	0.000675	A -- T	0.366201	0.000680	B -- T	0.090499	0.000403	A -- B -- T	0.091704	0.000405
2.4200	0.1560	0.0003	2.0171	0.5423	0.4577	<nil>	0.096839	0.000418	T	0.354952	0.000675	A -- T	0.366002	0.000679	B -- T	0.090472	0.000403	A -- B -- T	0.091735	0.000405
2.4300	0.1560	0.0003	2.0177	0.5424	0.4576	<nil>	0.097186	0.000419	T	0.354859	0.000675	A -- T	0.365789	0.000679	B -- T	0.090356	0.000402	A -- B -- T	0.091809	0.000405
2.4400	0.1558	0.0003	2.0183	0.5426	0.4574	<nil>	0.097524	0.000419	T	0.354581	0.000675	A -- T	0.365711	0.000679	B -- T	0.090501	0.000403	A -- B -- T	0.091683	0.000405
2.4500	0.1556	0.0003	2.0190	0.5425	0.4575	<nil>	0.097888	0.000420	T	0.354124	0.000674	A -- T	0.365791	0.000679	B -- T	0.090536	0.000403	A -- B -- T	0.091661	0.000405
2.4600	0.1554	0.0003	2.0200	0.5425	0.4575	<nil>	0.098238	0.000421	T	0.353659	0.000674	A -- T	0.365735	0.000679	B -- T	0.090566	0.000403	A -- B -- T	0.091802	0.000405
2.4700	0.1552	0.0003	2.0208	0.5424	0.4576	<nil>	0.098589	0.000421	T	0.353191	0.000674	A -- T	0.365792	0.000679	B -- T	0.090642	0.000403	A -- B -- T	0.091787	0.000405
2.4800	0.1550	0.0003	2.0214	0.5422	0.4578	<nil>	0.098984	0.000422	T	0.352666	0.000674	A -- T	0.365981	0.000679	B -- T	0.090514	0.000403	A -- B -- T	0.091856	0.000406
2.4900	0.1549	0.0003	2.0221	0.5422	0.4578	<nil>	0.099353	0.000423	T	0.352415	0.000674	A -- T	0.365839	0.000679	B -- T	0.090422	0.000403	A -- B -- T	0.091971	0.000406
2.5000	0.1547	0.0003	2.0230	0.5423	0.4577	<nil>	0.099742	0.000424	T	0.352073	0.000674	A -- T	0.365703	0.000679	B -- T	0.090449	0.000403	A -- B -- T	0.092033	0.000406
2.5100	0.1546	0.0003	2.0236	0.5424	0.4576	<nil>	0.100096	0.000424	T	0.351812	0.000673	A -- T	0.365633	0.000679	B -- T	0.090523	0.000403	A -- B -- T	0.091936	0.000406
2.5200	0.1546	0.0003	2.0243	0.5427	0.4573	<nil>	0.100429	0.000425	T	0.351772	0.000674	A -- T	0.365310	0.000679	B -- T	0.090458	0.000403	A -- B -- T	0.092030	0.000406
2.5300	0.1546	0.0003	2.0249	0.5431	0.4569	<nil>	0.100757	0.000426	T	0.351836	0.000674	A -- T	0.364892	0.000679	B -- T	0.090487	0.000403	A -- B -- T	0.092029	0.000406
2.5400	0.1546	0.0003	2.0255	0.5433	0.4567	<nil>	0.101079	0.000426	T	0.351761	0.000674	A -- T	0.364658	0.000679	B -- T	0.090461	0.000403	A -- B -- T	0.092040	0.000406
2.5500	0.1545	0.0003	2.0263	0.5436	0.4564	<nil>	0.101413	0.000427	T	0.351564	0.000673	A -- T	0.364418	0.000679	B -- T	0.090630	0.000403	A -- B -- T	0.091976	0.000406
2.5600	0.1545	0.0003	2.0268	0.5439	0.4561	<nil>	0.101745	0.000427	T	0.351432	0.000673	A -- T	0.364277	0.000679	B -- T	0.090740	0.000403	A -- B -- T	0.091805	0.000405
2.5700	0.1544	0.0003	2.0273	0.5441	0.4559	<nil>	0.102108	0.000428	T	0.351203	0.000673	A -- T	0.364213	0.000679	B -- T	0.090797	0.000403	A -- B -- T	0.091680	0.000405
2.5800	0.1542	0.0003	2.0280	0.5442	0.4558	<nil>	0.102458	0.000429	T	0.350915	0.000673	A -- T	0.364107	0.000679	B -- T	0.090848	0.000403	A -- B -- T	0.091671	0.000405
2.5900	0.1541	0.0003	2.0286	0.5444	0.4556	<nil>	0.102801	0.000429	T	0.350735	0.000673	A -- T	0.363972	0.000679	B -- T	0.090902	0.000404	A -- B -- T	0.091590	0.000405
2.6000	0.1540	0.0003	2.0291	0.5444	0.4556	<nil>	0.103148	0.000430	T	0.350408	0.000673	A -- T	0.363988	0.000679	B -- T	0.090815	0.000403	A -- B -- T	0.091642	0.000405
2.6100	0.1538	0.0003	2.0298	0.5444	0.4556	<nil>	0.103507	0.000431	T	0.350028	0.000673	A -- T	0.364004	0.000679	B -- T	0.090847	0.000403	A -- B -- T	0.091615	0.000405
2.6200	0.1537	0.0003	2.0305	0.5444	0.4556	<nil>	0.103904	0.000431	T	0.349638	0.000672	A -- T	0.363994	0.000679	B -- T	0.090872	0.000404	A -- B -- T	0.091592	0.000405
2.6300	0.1534	0.0003	2.0314	0.5443	0.4557	<nil>	0.104273	0.000432	T	0.349134	0.000672	A -- T	0.363992	0.000679	B -- T	0.090931	0.000404	A -- B -- T	0.091670	0.000405
2.6400	0.1532	0.0003	2.0322	0.5443	0.4557	<nil>	0.104646	0.000433	T	0.348643	0.000672	A -- T	0.364026	0.000679	B -- T	0.091006	0.000404	A -- B -- T	0.091678	0.000405
2.6500	0.1532	0.0003	2.0326	0.5445	0.4555	<nil>	0.104989	0.000433	T	0.348481	0.000672	A -- T	0.363950	0.000679	B -- T	0.091036	0.000404	A -- B -- T	0.091544	0.000405
2.6600	0.1530	0.0003	2.0335	0.5446	0.4554	<nil>	0.105360	0.000434	T	0.348183	0.000672	A -- T	0.363772	0.000679	B -- T	0.091027	0.000404	A -- B -- T	0.091658	0.000405
2.6700	0.1530	0.0003	2.0341	0.5447	0.4553	<nil>	0.105694	0.000435	T	0.348064	0.000672	A -- T	0.363551	0.000679	B -- T	0.090977	0.000404	A -- B -- T	0.091714	0.000405
2.6800	0.1530	0.0003	2.0345	0.5450	0.4550	<nil>	0.106011	0.000435	T	0.348036	0.000672	A -- T	0.363307	0.000678	B -- T	0.090906	0.000404	A -- B -- T	0.091741	0.000405
2.6900	0.1529	0.0003	2.0351	0.5453	0.4547	<nil>	0.106374	0.000436	T	0.347920	0.000672	A -- T	0.363076	0.000678	B -- T	0.090958	0.000404	A -- B -- T	0.091672	0.000405
2.7000	0.1529	0.0003	2.0357	0.5456	0.4544	<nil>	0.106708	0.000436	T	0.347952	0.000672	A -- T	0.362728	0.000678	B -- T	0.090914	0.000404	A -- B -- T	0.091698	0.000405
2.7100	0.1529	0.0003	2.0363	0.5458	0.4542	<nil>	0.107076	0.000437	T	0.347797	0.000672	A -- T	0.362507	0.000678	B -- T	0.090895	0.000404	A -- B -- T	0.091725	0.000405
2.7200	0.1529	0.0003	2.0368	0.5461	0.4539	<nil>	0.107421	0.000438	T	0.347863	0.000672	A -- T	0.362194	0.000678	B -- T	0.090863	0.000403	A -- B -- T	0.091659	0.000405
2.7300	0.1529	0.0003	2.0371	0.5465	0.4535	<nil>	0.107766	0.000438	T	0.347792	0.000672	A -- T	0.362078	0.000678	B -- T	0.090976	0.000404	A -- B -- T	0.091387	0.000404
2.7400	0.1528	0.0003	2.0376	0.5467	0.4533	<nil>	0.108111	0.000439	T	0.347599	0.000672	A -- T	0.361964	0.000678	B -- T	0.091027	0.000404	A -- B -- T	0.091299	0.000404
2.7500	0.1527	0.0003	2.0380	0.5470	0.4530	<nil>	0.108456	0.000440	T	0.347515	0.000672	A -- T	0.361779	0.000678	B -- T	0.091074	0.000404	A -- B -- T	0.091176	0.000404
2.7600	0.1526	0.0003	2.0388	0.5472	0.4528	<nil>	0.108808	0.000440	T	0.347311	0.000672	A -- T	0.361532	0.000678	B -- T	0.091101	0.000404	A -- B -- T	0.091249	0.000404
2.7700	0.1525	0.0003	2.0397	0.5473	0.4527	<nil>	0.109121	0.000441	T	0.346951	0.000671	A -- T	0.361373	0.000678	B -- T	0.091221	0.000404	A -- B -- T	0.091334	0.000404
2.7800	0.1523	0.0003	2.0404	0.5473	0.4527	<nil>	0.109493	0.000441	T	0.346580	0.000671	A -- T	0.361356	0.000678	B -- T	0.091265	0.000404	A -- B -- T	0.091306	0.000404
2.7900	0.1522	0.0003	2.0411	0.5474	0.4526	<nil>	0.109844	0.000442	T	0.346211	0.000671	A -- T	0.361330	0.000678	B -- T	0.091327	0.000404	A -- B -- T	0.091288	0.000404
2.8000	0.1521	0.0003	2.0413	0.5476	0.4524	<nil>	0.110180	0.000443	T	0.346140	0.000671	A -- T	0.361218	0.000678	B -- T	0.091264	0.000404	A -- B -- T	0.091198	0.000404
2.8100	0.1520	0.0003	2.0421	0.5476	0.4524	<nil>	0.110538	0.000443	T	0.345844	0.000671	A -- T	0.361074	0.000678	B -- T	0.091221	0.000404	A -- B -- T	0.091323	0.000404
2.8200	0.1519	0.0003	2.0426	0.5477	0.4523	<nil>	0.110899	0.000444	T	0.345583	0.000671	A -- T	0.361017	0.000678	B -- T	0.091234	0.000404	A -- B -- T	0.091267	0.000404
2.8300	0.1519	0.0003	2.0427	0.5480	0.4520	<nil>	0.111250	0.000445	T	0.345543	0.000671	A -- T	0.360945	0.000678	B -- T	0.091168	0.000404	A -- B -- T	0.091094	0.000404
2.8400	0.1518	0.0003	2.0430	0.5481	0.4519	<nil>	0.111588	0.000445	T	0.345464	0.000671	A -- T	0.360837	0.000677	B -- T	0.091059	0.000404	A -- B -- T	0.091051	0.000404
2.8500	0.1518	0.0003	2.0434	0.5483	0.4517	<nil>	0.111926	0.000446	T	0.345331	0.000671	A -- T	0.360717	0.000677	B -- T	0.091059	0.000404	A -- B -- T	0.090968	0.000404
2.8600	0.1518	0.0003	2.0435	0.5485	0.4515	<nil>	0.112264	0.000446	T	0.345354	0.000671	A -- T	0.360607	0.000677	B -- T	0.090929	0.000404	A -- B -- T	0.090846	0.000404
2.8700	0.1518	0.0003	2.0438	0.5490	0.4510	<nil>	0.112620	0.000447	T	0.345396	0.000671	A -- T	0.360326	0.000677	B -- T	0.090992	0.000404	A -- B -- T	0.090665	0.000403
2.8800	0.1518	0.0003	2.0443	0.5494	0.4506	<nil>	0.112952	0.000448	T	0.345398	0.000671	A -- T	0.360024	0.000677	B -- T	0.091042	0.000404	A -- B -- T	0.090584	0.000403
2.8900	0.1518	0.0003	2.0447	0.5496	0.4504	<nil>	0.113302	0.000448	T	0.345413	0.000671	A -- T	0.359758	0.000677	B -- T	0.090860	0.000404	A -- B -- T	0.090667	0.000403
2.9000	0.1517	0.0003	2.0455	0.5498	0.4502	<nil>	0.113618	0.000449	T	0.345227	0.000671	A -- T	0.359507	0.000677	B -- T	0.090947	0.000404	A -- B -- T	0.090701	0.000403
2.9100	0.1517	0.0003	2.0458	0.5501	0.4499	<nil>	0.113960	0.000449	T	0.345192	0.000671	A -- T	0.359292	0.000677	B -- T	0.090977	0.000404	A -- B -- T	0.090579	0.000403
2.9200	0.1517	0.0003	2.0462	0.5504	0.4496	<nil>	0.114291	0.000450	T	0.345081	0.000670	A -- T	0.359159	0.000677	B -- T	0.090994	0.000404	A -- B -- T	0.090474	0.000403
2.9300	0.1516	0.0003	2.0467	0.5505	0.4495	<nil>	0.114624	0.000450	T	0.344965	0.000670	A -- T	0.358953	0.000677	B -- T	0.090924	0.000404	A -- B -- T	0.090533	0.000403
2.9400	0.1515	0.0003	2.0472	0.5507	0.4493	<nil>	0.114991	0.000451	T	0.344711	0.000670	A -- T	0.358876	0.000677	B -- T	0.090955	0.000404	A -- B -- T	0.090467	0.000403
2.9500	0.1514	0.0003	2.0477	0.5509	0.4491	<nil>	0.115335	0.000452	T	0.344476	0.000670	A -- T	0.358815	0.000677	B -- T	0.091058	0.000404	A -- B -- T	0.090317	0.000402
2.9600	0.1513	0.0003	2.0482	0.5509	0.4491	<nil>	0.115672	0.000452	T	0.344293	0.000670	A -- T	0.358678	0.000677	B -- T	0.090966	0.000404	A -- B -- T	0.090391	0.000403
2.9700	0.1512	0.0003	2.0485	0.5511	0.4489	<nil>	0.116001	0.000453	T	0.344129	0.000670	A -- T	0.358637	0.000677	B -- T	0.090947	0.000404	A -- B -- T	0.090285	0.000402
2.9800	0.1511	0.0003	2.0492	0.5511	0.4489	<nil>	0.116343	0.000453	T	0.343788	0.000670	A -- T	0.358561	0.000676	B -- T	0.090985	0.000404	A -- B -- T	0.090324	0.000403
2.9900	0.1509	0.0003	2.0497	0.5511	0.4489	<nil>	0.116744	0.000454	T	0.343403	0.000670	A -- T	0.358583	0.000676	B -- T	0.090932	0.000404	A -- B -- T	0.090338	0.000402
3.0000	0.1508	0.0003	2.0502	0.5512	0.4488	<nil>	0.117131	0.000455	T	0.343074	0.000670	A -- T	0.358578	0.000676	B -- T	0.091007	0.000404	A -- B -- T	0.090210	0.000402
3.0100	0.1507	0.0003	2.0507	0.5513	0.4487	<nil>	0.117453	0.000455	T	0.342915	0.000669	A -- T	0.358439	0.000676	B -- T	0.090966	0.000404	A -- B -- T	0.090227	0.000402
3.0200	0.1507	0.0003	2.0511	0.5515	0.4485	<nil>	0.117816	0.000456	T	0.342818	0.000669	A -- T	0.358277	0.000676	B -- T	0.090866	0.000404	A -- B -- T	0.090224	0.000402
3.0300	0.1507	0.0003	2.0512	0.5516	0.4484	<nil>	0.118153	0.000456	T	0.342810	0.000669	A -- T	0.358162	0.000676	B -- T	0.090676	0.000403	A -- B -- T	0.090198	0.000402
3.0400	0.1506	0.0003	2.0518	0.5518	0.4482	<nil>	0.118505	0.000457	T	0.342690	0.000669	A -- T	0.357907	0.000676	B -- T	0.090637	0.000403	A -- B -- T	0.090262	0.000402
3.0500	0.1506	0.0003	2.0523	0.5520	0.4480	<nil>	0.118877	0.000458	T	0.342581	0.000669	A -- T	0.357680	0.000676	B -- T	0.090536	0.000403	A -- B -- T	0.090325	0.000402
3.0600	0.1505	0.0003	2.0528	0.5522	0.4478	<nil>	0.119182	0.000458	T	0.342418	0.000669	A -- T	0.357507	0.000676	B -- T	0.090642	0.000403	A -- B -- T	0.090251	0.000402
3.0700	0.1505	0.0003	2.0533	0.5525	0.4475	<nil>	0.119511	0.000459	T	0.342440	0.000669	A -- T	0.357200	0.000676	B -- T	0.090511	0.000403	A -- B -- T	0.090337	0.000402
