"X1";"X2";"X3";"X4";"X5";"X6";"X7";"X8";"X9";"X10";"X11";"X12";"X13";"X14";"X15";"X16"
0;0;129.863876244909;-243.054799958931;5.50229322466067;9.39522050097585;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-527.136123755091;-242.054799958931;-13.1393830217152;9.96284714024514;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-372.136123755091;-242.054799958931;2.09921674713165;9.16913043111563;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-252.136123755091;-242.054799958931;-4.82819082639523;10.120581880305;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;14.8638762449091;-242.054799958931;-0.00978677219161425;9.59216458080336;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;171.863876244909;-242.054799958931;7.90755808301611;9.76135082039982;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-450.136123755091;-241.054799958931;-8.01351855262945;9.53564646430314;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-280.136123755091;-241.054799958931;-3.73444301023288;8.84949418539181;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-13.1361237550909;-241.054799958931;9.05677652665853;9.30195767674595;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;143.863876244909;-241.054799958931;-4.62696885081415;9.53379232538864;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-513.136123755091;-240.054799958931;4.26948283185359;9.60863942196593;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-358.136123755091;-240.054799958931;7.96339891348776;8.85919795194641;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-41.1361237550909;-240.054799958931;0.626714149630912;9.40311610102654;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;28.8638762449091;-240.054799958931;-5.16185491616676;8.47743907300755;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;185.863876244909;-240.054799958931;-13.91649513342;9.85204680273309;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-436.136123755091;-239.054799958931;-10.8053418504905;8.83340124562383;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-266.136123755091;-239.054799958931;-6.8870381778757;8.64752758350223;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;0.863876244909079;-239.054799958931;8.90629559269617;10.1068738588132;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;157.863876244909;-239.054799958931;-2.32018700205812;9.63759493976831;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-499.136123755091;-238.054799958931;6.53366134692324;9.61616173535585;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-344.136123755091;-238.054799958931;-2.07742754597565;8.51798632098362;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-27.1361237550909;-238.054799958931;6.51107186845963;9.59657359132543;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;129.863876244909;-238.054799958931;-1.78319593755223;9.14354444351047;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-527.136123755091;-237.054799958931;2.70495157927858;10.3029230149463;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-372.136123755091;-237.054799958931;11.4840805255084;10.3958300986327;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-252.136123755091;-237.054799958931;-1.52497512014303;9.65980604719371;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;14.8638762449091;-237.054799958931;-1.96486027845067;8.6514887037687;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;171.863876244909;-237.054799958931;0.992664340040977;8.52319846404716;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-450.136123755091;-236.054799958931;-2.38078418270664;8.45223439913243;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-280.136123755091;-236.054799958931;-4.10016417437081;9.04540322357789;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-13.1361237550909;-236.054799958931;-7.79495738566545;8.67963578142226;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;143.863876244909;-236.054799958931;-7.90721801146432;9.58946374906227;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-513.136123755091;-235.054799958931;28.3056796277393;8.78422349235043;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-358.136123755091;-235.054799958931;-5.4855138995503;9.00644169896841;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-41.1361237550909;-235.054799958931;-4.66228700039048;8.55567034203559;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;28.8638762449091;-235.054799958931;1.02702984458438;9.87618813021109;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;185.863876244909;-235.054799958931;12.180045174415;9.66911107450724;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-436.136123755091;-234.054799958931;0.617428634383834;9.79614329021424;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-266.136123755091;-234.054799958931;-10.2386138295172;9.88938193824142;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;0.863876244909079;-234.054799958931;-9.55426462276813;8.43723091073334;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;157.863876244909;-234.054799958931;18.5041047576951;9.90268309051171;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-499.136123755091;-233.054799958931;-0.694168656244004;9.27694081664085;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-344.136123755091;-233.054799958931;4.2809128381454;9.83591031990945;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-27.1361237550909;-233.054799958931;-0.0178220210931001;9.65526246335357;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;129.863876244909;-233.054799958931;-7.45417713587242;9.83617681693286;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-527.136123755091;-232.054799958931;-6.0156692676906;8.68536838106811;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-372.136123755091;-232.054799958931;5.21730329495876;8.43083668742329;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-252.136123755091;-232.054799958931;0.418950321792333;8.5309553720057;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;14.8638762449091;-232.054799958931;-7.67260827575787;8.56671423055232;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;171.863876244909;-232.054799958931;-12.9555889977301;9.75051658470184;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-450.136123755091;-231.054799958931;18.6905160752529;8.41858459133655;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-280.136123755091;-231.054799958931;2.33288913159103;10.0736552575603;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-13.1361237550909;-231.054799958931;-5.93980835176906;9.65749763799831;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;143.863876244909;-231.054799958931;1.72211740466085;9.83527366127819;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-513.136123755091;-230.054799958931;5.70618473734727;9.70657127313316;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-358.136123755091;-230.054799958931;-5.68624168996755;9.2623160328716;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-41.1361237550909;-230.054799958931;-1.60219855094955;8.41939002377912;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;28.8638762449091;-230.054799958931;3.63793854947402;9.78414762960747;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;185.863876244909;-230.054799958931;-8.06574615108287;9.30459705935791;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-436.136123755091;-229.054799958931;2.88679844192203;9.81101647354662;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-266.136123755091;-229.054799958931;7.88996105297277;9.43967813868076;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;0.863876244909079;-229.054799958931;-9.25245744428588;9.99721545130014;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;157.863876244909;-229.054799958931;13.4752463268785;9.39063080409542;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-499.136123755091;-228.054799958931;-0.562230643669623;9.01863445676863;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-344.136123755091;-228.054799958931;-4.32498011903424;9.8140000375919;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-27.1361237550909;-228.054799958931;6.52751235344681;10.3140300774015;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;129.863876244909;-228.054799958931;-16.4229947935034;9.05219098003581;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-527.136123755091;-227.054799958931;2.72112598964236;9.71541161052883;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-372.136123755091;-227.054799958931;-0.934604211936019;8.99453371306881;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-252.136123755091;-227.054799958931;-1.15770716814664;8.44591780761257;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;14.8638762449091;-227.054799958931;4.94662073499409;10.2066301392391;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;171.863876244909;-227.054799958931;5.15995098988897;9.62120372997597;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-450.136123755091;-226.054799958931;2.93292244259448;8.5087854700163;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-280.136123755091;-226.054799958931;5.92679635496668;10.01074433662;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-13.1361237550909;-226.054799958931;2.15204310091924;9.18886767290533;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;143.863876244909;-226.054799958931;-6.09804070356578;9.23905304037035;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-513.136123755091;-225.054799958931;-9.33966684822432;9.66617759652436;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-358.136123755091;-225.054799958931;9.38301926504726;9.2445220021531;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-41.1361237550909;-225.054799958931;1.55335179214992;9.67890466386452;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;28.8638762449091;-225.054799958931;-4.29357163039502;9.99428919525817;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;185.863876244909;-225.054799958931;-4.19322538932454;8.5603102888912;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-436.136123755091;-224.054799958931;4.93561196003136;9.41393511379138;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-266.136123755091;-224.054799958931;-7.47772050962977;9.58602214474231;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;0.863876244909079;-224.054799958931;9.10999232467492;9.77370942207053;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;157.863876244909;-224.054799958931;-13.1624902224408;9.39147794349119;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-499.136123755091;-223.054799958931;6.16425822176747;9.04702213695273;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-344.136123755091;-223.054799958931;-2.50456354577318;9.72784682884812;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-27.1361237550909;-223.054799958931;-6.2161094527856;9.69358064103872;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;129.863876244909;-223.054799958931;3.06970312174392;9.74082769881934;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-527.136123755091;-222.054799958931;6.65072312316262;8.93858773550019;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-372.136123755091;-222.054799958931;14.007273436915;9.71475049257278;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-252.136123755091;-222.054799958931;-2.32363585747367;9.00668716719374;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;181.863876244909;-222.054799958931;3.88395216172603;9.64957404378802;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-440.136123755091;-221.054799958931;-4.06942871796408;9.0088981074281;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-270.136123755091;-221.054799958931;-2.84031815317821;9.38748604394496;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;163.863876244909;-221.054799958931;3.43925472537184;9.27111046398059;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-458.136123755091;-220.054799958931;-8.76426436578383;8.8599151853472;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-338.136123755091;-220.054799958931;2.63076550109766;9.73111035265029;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;18.8638762449091;-220.054799958931;8.80209768145209;9.01810922808945;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-511.136123755091;-219.054799958931;3.89176052841331;8.40878696981818;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-356.136123755091;-219.054799958931;12.6015567121604;9.24123771451414;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;0.863876244909079;-219.054799958931;-2.16538105382016;10.3654491320252;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;197.863876244909;-219.054799958931;2.20753697755526;8.51238924600184;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-374.136123755091;-218.054799958931;4.53906786449527;8.89570635892451;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-254.136123755091;-218.054799958931;1.46569206612701;8.64823535233736;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;179.863876244909;-218.054799958931;9.67272621489411;9.07656633397564;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-442.136123755091;-217.054799958931;3.99025197796533;8.69135642759502;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-272.136123755091;-217.054799958931;-6.15044651804383;10.0275425758213;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;161.863876244909;-217.054799958931;-4.72935914542398;9.94543481441215;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-495.136123755091;-216.054799958931;-7.67552020067916;8.43566913725808;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-340.136123755091;-216.054799958931;1.9762612299068;10.0502317930572;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;16.8638762449091;-216.054799958931;2.41162256083755;10.0941009513102;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-513.136123755091;-215.054799958931;-5.53332083762617;9.07429886991158;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-358.136123755091;-215.054799958931;-1.09273237956834;8.96108746072277;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-1.13612375509092;-215.054799958931;10.1400717970316;10.1981442613527;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;195.863876244909;-215.054799958931;-0.177749668804135;9.47653350429609;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-426.136123755091;-214.054799958931;3.80742238860152;9.54976650103927;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-256.136123755091;-214.054799958931;4.60179065430758;9.69865595046431;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;177.863876244909;-214.054799958931;-1.10524689721505;8.91880049146712;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-444.136123755091;-213.054799958931;-13.8111008911277;8.8763619415462;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-274.136123755091;-213.054799958931;0.856068128537408;9.30470044640824;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;159.863876244909;-213.054799958931;17.391513728185;10.2536175382324;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-497.136123755091;-212.054799958931;-2.29021747864026;9.94772252216935;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-342.136123755091;-212.054799958931;-6.5578336703782;10.3580724984407;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;14.8638762449091;-212.054799958931;12.4535067401322;8.8556035338901;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-515.136123755091;-211.054799958931;-3.89309998761799;9.53971606874839;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-360.136123755091;-211.054799958931;7.37786787798259;9.49619094664231;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-3.13612375509092;-211.054799958931;-4.1567048775337;9.77391194375232;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;193.863876244909;-211.054799958931;-4.96471085250296;8.42641065092757;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-428.136123755091;-210.054799958931;-7.93018825474136;8.88446149984375;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-258.136123755091;-210.054799958931;5.47281427590627;10.2355332603678;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;175.863876244909;-210.054799958931;-6.98696366578957;9.98224910171703;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-446.136123755091;-209.054799958931;6.33732232077231;9.50848712036386;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-276.136123755091;-209.054799958931;-7.2291759848177;8.94204129939899;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;30.8638762449091;-209.054799958931;9.15601909491384;10.3965416584164;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-499.136123755091;-208.054799958931;8.4827734171012;9.06445542220026;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-344.136123755091;-208.054799958931;1.9339004747159;8.74888476645574;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;12.8638762449091;-208.054799958931;12.1110979373797;9.66541059790179;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-517.136123755091;-207.054799958931;2.4854611361662;9.83553070537746;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-362.136123755091;-207.054799958931;10.1815788437141;9.42849742164835;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-5.13612375509092;-207.054799958931;-12.5251966238244;10.3686823519878;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;191.863876244909;-207.054799958931;4.19263484041667;9.91748244976625;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-430.136123755091;-206.054799958931;12.4623996242869;8.79861831488088;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-260.136123755091;-206.054799958931;-13.0802664018897;8.67050823066384;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;173.863876244909;-206.054799958931;-9.14576689506017;9.48973553497344;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-448.136123755091;-205.054799958931;8.32642803854775;9.50996643966064;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-278.136123755091;-205.054799958931;15.8162431751001;10.1933474048041;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;28.8638762449091;-205.054799958931;5.98818162144477;8.71125279515982;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-501.136123755091;-204.054799958931;3.13788620789491;9.33223989196122;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-346.136123755091;-204.054799958931;3.32613475980399;10.0480433358811;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;10.8638762449091;-204.054799958931;-8.5392848601452;8.56828998317942;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-519.136123755091;-203.054799958931;0.732617808565198;9.16524236192927;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-364.136123755091;-203.054799958931;-4.88159647797762;9.90031664548442;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-7.13612375509092;-203.054799958931;-14.2181295529783;10.318097530026;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;189.863876244909;-203.054799958931;5.58921025750305;8.9305337314494;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-432.136123755091;-202.054799958931;-9.67842991220197;8.42450505224988;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-262.136123755091;-202.054799958931;-1.84071735400933;9.79311276143417;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;171.863876244909;-202.054799958931;17.6256250948767;9.08602709751576;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-450.136123755091;-201.054799958931;-8.46202262557559;8.43436906309798;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-280.136123755091;-201.054799958931;-21.1298870768983;8.9414918246679;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;26.8638762449091;-201.054799958931;-6.70163541717456;10.3767923746258;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-503.136123755091;-200.054799958931;7.52719172991885;9.15124962441623;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-348.136123755091;-200.054799958931;-11.1435358841872;9.51645549442619;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;8.86387624490908;-200.054799958931;-10.1792137556108;8.66285656774417;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-521.136123755091;-199.054799958931;-12.5580701582077;8.93883216017857;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-366.136123755091;-199.054799958931;9.2885291704983;9.86174069540575;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-246.136123755091;-199.054799958931;-1.55524340951457;9.78625572109595;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;187.863876244909;-199.054799958931;-0.845715756874437;9.13802068084478;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-434.136123755091;-198.054799958931;-0.381104867116527;10.0540345977992;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-264.136123755091;-198.054799958931;-1.290147998647;9.13194153839722;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;169.863876244909;-198.054799958931;-0.40062510232133;10.3452051064;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-452.136123755091;-197.054799958931;10.7809446333469;9.83333556223661;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-282.136123755091;-197.054799958931;-1.86758252386721;9.2329811077565;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;0.863876244909079;-197.054799958931;9.37407220148696;9.68720730170608;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;197.863876244909;-197.054799958931;6.78140088901334;9.53091856334358;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-446.136123755091;-196.054799958931;13.7167687275166;9.01304772924632;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-276.136123755091;-196.054799958931;-11.8064327730747;9.89414800107479;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-5.13612375509092;-196.054799958931;4.6605393002303;9.21762387324125;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;191.863876244909;-196.054799958931;-17.3075367815787;8.56051957057789;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-499.136123755091;-195.054799958931;4.37376196100332;10.249438035395;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-344.136123755091;-195.054799958931;12.1773355963264;9.66155014848337;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-143.136123755091;-195.054799958931;11.999070694662;10.3733608379029;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;165.863876244909;-195.054799958931;-0.000722317659416415;10.2411461743526;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;372.863876244909;-195.054799958931;4.94570774420524;8.87636198112741;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-428.136123755091;-194.054799958931;8.24534790788305;10.0654415158555;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-258.136123755091;-194.054799958931;6.9103720591581;9.50110677359626;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-2.13612375509092;-194.054799958931;-7.74480154288525;8.83908519111574;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;194.863876244909;-194.054799958931;2.48600487834165;9.81377875395119;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-511.136123755091;-193.054799958931;-4.07516970407782;9.29523996040225;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-356.136123755091;-193.054799958931;-3.70206882793395;9.24207689296454;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;-161.136123755091;-193.054799958931;-6.31757918976929;9.52599140452221;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;13.8638762449091;-193.054799958931;-1.36949854202216;9.82763039143756;-1;-1;-1;-1;-1;-1;0;3;0;-1
0;0;341.863876244909;-193.054799958931;-1.08677698382594;9.73541303826496;-1;-1;-1;-1;-1;-1;0;3;0;-1
