%% Automatically generated initial file with PhysiCell_CreateInitFile executable
0;0;1.89435;9.01086;-97.9971;8.5;-1;-1;-1;-1;-1;-1;1;1;100.137;-1
0;0;-50.9363;-5.25111;-84.7877;8.50451;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-50.1293;11.0771;-84.8659;8.71417;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-38.7569;-15.622;-85.5513;9.66122;-1;-1;-1;-1;-1;-1;1;0;0;-1
0;0;-37.2602;3.00988;-87.0658;9.68809;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-37.0646;21.103;-83.9769;9.48192;-1;-1;-1;-1;-1;-1;1;0;0;-1
0;0;-21.0666;-41.5444;-84.3574;9.06044;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-20.2594;-25.2385;-86.0714;8.5;-1;-1;-1;-1;-1;-1;0;1;74.2162;-1
0;0;-22.73;-4.40693;-83.1708;8.6481;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-22.7743;9.7777;-84.3399;9.0393;-1;-1;-1;-1;-1;-1;1;0;0;-1
0;0;-23.1014;28.9279;-84.1865;10.1774;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-23.377;42.7582;-84.6086;10.3342;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-9.26668;-50.4217;-85.0985;10.2263;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-9.06808;-30.0396;-83.2461;8.81992;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-7.24405;-12.5589;-83.6057;9.78074;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-9.51179;3.39164;-86.229;8.99319;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-8.59856;21.4292;-84.5838;8.5;-1;-1;-1;-1;-1;-1;0;1;112.621;-1
0;0;-7.87313;35.8951;-85.4511;8.82409;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;8.09115;-40.3256;-84.5159;9.45779;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;8.4131;-22.2591;-84.4966;10.3107;-1;-1;-1;-1;-1;-1;0;0;0;-1
