"X1";"X2";"X3";"X4"
-385.861559133809;-212.982013326256;1.1345690721646;0.05
-385.861559133809;-212.982013326256;-7.08956468384713;0.05
-385.861559133809;-212.982013326256;-6.59390295855701;0.05
-385.861559133809;-212.982013326256;3.08375427499413;0.05
-369.70334100102;-212.982013326256;-1.18714545387775;0.05
-369.70334100102;-212.982013326256;-5.7663056300953;0.05
-369.70334100102;-212.982013326256;4.135702974163;0.05
-369.70334100102;-212.982013326256;-6.08323105610907;0.05
-353.54512286823;-212.982013326256;-7.3002771101892;0.05
-353.54512286823;-212.982013326256;4.77499804925174;0.05
-353.54512286823;-212.982013326256;-7.16173040680587;0.05
-353.54512286823;-212.982013326256;9.66338889673352;0.05
-337.38690473544;-212.982013326256;-3.23989964555949;0.05
-337.38690473544;-212.982013326256;6.99172283057123;0.05
-337.38690473544;-212.982013326256;-8.19923674222082;0.05
-337.38690473544;-212.982013326256;3.75322829931974;0.05
-321.228686602651;-212.982013326256;1.94654581137002;0.05
-321.228686602651;-212.982013326256;8.22666535619646;0.05
-321.228686602651;-212.982013326256;3.12320655211806;0.05
-321.228686602651;-212.982013326256;-3.45945034641773;0.05
-305.070468469861;-212.982013326256;6.03648430202156;0.05
-305.070468469861;-212.982013326256;-6.64455226622522;0.05
-305.070468469861;-212.982013326256;0.223494656383991;0.05
-305.070468469861;-212.982013326256;4.48704425711185;0.05
-288.912250337072;-212.982013326256;9.17025945615023;0.05
-288.912250337072;-212.982013326256;9.65849485713989;0.05
-288.912250337072;-212.982013326256;5.69707415066659;0.05
-288.912250337072;-212.982013326256;3.54831116273999;0.05
-272.754032204282;-212.982013326256;9.54186040442437;0.05
-272.754032204282;-212.982013326256;-3.35279691964388;0.05
-272.754032204282;-212.982013326256;6.7890945635736;0.05
-272.754032204282;-212.982013326256;-4.22304804436862;0.05
-256.595814071493;-212.982013326256;-4.50331294443458;0.05
-256.595814071493;-212.982013326256;3.47009886521846;0.05
-256.595814071493;-212.982013326256;0.103248655796051;0.05
-256.595814071493;-212.982013326256;8.74638288281858;0.05
-240.437595938703;-212.982013326256;6.83192065916955;0.05
-240.437595938703;-212.982013326256;9.16585382539779;0.05
-240.437595938703;-212.982013326256;-5.7347500231117;0.05
-240.437595938703;-212.982013326256;-0.363329574465752;0.05
-224.279377805914;-212.982013326256;-4.76624404545873;0.05
-224.279377805914;-212.982013326256;2.89040154777467;0.05
-224.279377805914;-212.982013326256;-0.934038138948381;0.05
-224.279377805914;-212.982013326256;-3.66704488638788;0.05
-208.121159673124;-212.982013326256;-0.553475213237107;0.05
-208.121159673124;-212.982013326256;0.562937324866652;0.05
-208.121159673124;-212.982013326256;1.85091127175838;0.05
-208.121159673124;-212.982013326256;0.629903539083898;0.05
-191.962941540334;-212.982013326256;-0.178474551066756;0.05
-191.962941540334;-212.982013326256;4.23257952090353;0.05
-191.962941540334;-212.982013326256;-1.01482850499451;0.05
-191.962941540334;-212.982013326256;5.74994191061705;0.05
-175.804723407545;-212.982013326256;8.0273922579363;0.05
-175.804723407545;-212.982013326256;-4.77055395022035;0.05
-175.804723407545;-212.982013326256;-9.9071027059108;0.05
-175.804723407545;-212.982013326256;-6.68495445046574;0.05
-159.646505274755;-212.982013326256;1.78313821554184;0.05
-159.646505274755;-212.982013326256;5.87143504526466;0.05
-159.646505274755;-212.982013326256;-9.64697052724659;0.05
-159.646505274755;-212.982013326256;9.91403216961771;0.05
-143.488287141966;-212.982013326256;0.835274499841034;0.05
-143.488287141966;-212.982013326256;4.2861755611375;0.05
-143.488287141966;-212.982013326256;4.00373625569046;0.05
-143.488287141966;-212.982013326256;7.88660750724375;0.05
-127.330069009176;-212.982013326256;2.63676992617548;0.05
-127.330069009176;-212.982013326256;9.00791144929826;0.05
-127.330069009176;-212.982013326256;0.929098911583424;0.05
-127.330069009176;-212.982013326256;1.8314713658765;0.05
-111.171850876387;-212.982013326256;4.07699780073017;0.05
-111.171850876387;-212.982013326256;8.07255309075117;0.05
-111.171850876387;-212.982013326256;-2.48942584730685;0.05
-111.171850876387;-212.982013326256;-1.53449726756662;0.05
-95.013632743597;-212.982013326256;3.17694126162678;0.05
-95.013632743597;-212.982013326256;-8.80863408092409;0.05
-95.013632743597;-212.982013326256;8.88663651421666;0.05
-95.013632743597;-212.982013326256;4.82517732772976;0.05
-78.8554146108074;-212.982013326256;0.932314950041473;0.05
-78.8554146108074;-212.982013326256;6.69933567289263;0.05
-78.8554146108074;-212.982013326256;7.75764503981918;0.05
-78.8554146108074;-212.982013326256;-6.47651026025414;0.05
-62.6971964780179;-212.982013326256;-4.25470824819058;0.05
-62.6971964780179;-212.982013326256;-7.09365396760404;0.05
-62.6971964780179;-212.982013326256;3.32255703397095;0.05
-62.6971964780179;-212.982013326256;4.66421013697982;0.05
-46.5389783452283;-212.982013326256;-3.63692578859627;0.05
-46.5389783452283;-212.982013326256;0.998118482530117;0.05
-46.5389783452283;-212.982013326256;0.0447115115821362;0.05
-46.5389783452283;-212.982013326256;-2.72763646673411;0.05
-30.3807602124387;-212.982013326256;8.02548884414136;0.05
-30.3807602124387;-212.982013326256;-8.26780703850091;0.05
-30.3807602124387;-212.982013326256;5.40698871016502;0.05
-30.3807602124387;-212.982013326256;6.06324223335832;0.05
-14.2225420796492;-212.982013326256;-9.69999356660992;0.05
-14.2225420796492;-212.982013326256;3.80958617199212;0.05
-14.2225420796492;-212.982013326256;-3.30613221973181;0.05
-14.2225420796492;-212.982013326256;2.69523836672306;0.05
1.93567605314039;-212.982013326256;2.88139679934829;0.05
1.93567605314039;-212.982013326256;-8.24675730895251;0.05
